,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190
HOPX,0.0,0.0,0.0,0.0,0.0499002,0.0,0.0,0.0,0.0,0.0512309,0.0,0.0,0.0998004,0.2009315,0.1410512,0.0,0.0,0.0499002,0.0,0.0,0.0,0.0,0.0552229,0.0,0.0,0.1497006,0.0,0.0,0.2302063,0.0,0.0532269,0.2009315,0.0998004,0.0,0.0998004,0.0,0.0,0.0,0.0998004,0.0,0.2914172,0.0,0.0,0.2208916,0.0,0.0,0.1996008,0.0,0.0998004,0.253493,0.0,0.1397206,0.0,0.0499002,0.0,0.0,0.247505,0.0565536,0.2308716,0.0,0.0,0.166334,0.0,0.0998004,0.0,0.243513,0.0998004,0.1423819,0.0,0.0,0.0,0.1996008,0.0,0.1264138,0.1756487,0.0,0.0998004,0.0,0.0,0.0,0.0,0.1497006,0.0499002,0.0,0.0998004,0.0,0.344644,0.0,0.1936128,0.0,0.0,0.2887558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1996008,0.0998004,0.0,0.0998004,0.0499002,0.0,0.083167,0.0,0.0,0.0,0.3439787,0.0,0.0,0.0998004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936128,0.0,0.0,0.0,0.0,0.0,0.1437126,0.0,0.0,0.2641384,0.0,0.0,0.083167,0.0998004,0.0,0.0998004,0.2528277,0.1996008,0.0,0.0,0.0,0.0,0.0,0.0,0.0671989,0.0,0.0998004,0.0,0.0,0.1936128,0.0,0.0538922,0.0,0.0,0.0998004,0.0998004,0.1656687,0.0,0.1516966,0.0,0.0,0.0,0.0,0.0,0.0,0.0499002,0.0,0.0,0.0698603,0.0998004,0.0,0.0,0.0499002,0.0,0.3000665,0.0,0.0998004,0.2854291,0.2049235,0.1497006,0.0612109,0.0,0.0,0.0998004,0.0,0.0
P4HA2,0.0914634,0.177439,0.0914634,0.0,0.0457317,0.0457317,0.0,0.0,0.0914634,0.0,0.0,0.0,0.0914634,0.2075758,0.0,0.0914634,0.0,0.0646341,0.0,0.0,0.0,0.0,0.0463415,0.0914634,0.2231707,0.0,0.0,0.0,0.2213415,0.2835366,0.0,0.2425166,0.0,0.0,0.0914634,0.0707317,0.2414634,0.0,0.0,0.2724131,0.0,0.0,0.2126755,0.1481707,0.0,0.0914634,0.0,0.1371951,0.4369179,0.0,0.3644678,0.2015152,0.0457317,0.0,0.1593681,0.1212121,0.229065,0.2272727,0.4035846,0.0914634,0.2689025,0.0,0.0,0.0,0.0,0.3187361,0.0,0.0457317,0.0,0.0,0.2272727,0.0,0.1287879,0.4621212,0.3587399,0.0,0.0,0.2323171,0.1924242,0.0,0.0,0.2219512,0.0,0.0,0.0,0.0,0.0780488,0.0,0.0914634,0.0,0.1018293,0.4806726,0.0,0.0,0.279102,0.0,0.0,0.0,0.0,0.0,0.0579268,0.1091463,0.0,0.1151515,0.05,0.0,0.0914634,0.2366593,0.0,0.0,0.0,0.2652439,0.2094789,0.0,0.1378049,0.0,0.0786585,0.0,0.0,0.0,0.0,0.0,0.0609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0914634,0.0,0.0,0.0457317,0.0457317,0.0,0.1636364,0.0,0.2929786,0.0914634,0.0182927,0.0,0.0914634,0.1463415,0.0,0.0,0.1454545,0.0878049,0.0,0.0,0.0835366,0.2057096,0.0,0.0,0.0,0.0457317,0.0,0.0,0.0,0.1878788,0.4048226,0.0,0.2986142,0.2146342,0.0,0.2242424,0.0,0.0,0.3154657,0.0932927,0.0914634,0.0,0.5017553,0.2585735,0.0,0.0,0.1333333,0.0457317,0.0,0.0,0.0,0.052439,0.0932927,0.4577605,0.4747967,0.1182927,0.0,0.0,0.0,0.0
ULK1,0.1106029,0.0924817,0.1459542,0.0623701,0.3599279,0.0,0.0,0.1010395,0.0,0.154358,0.0,0.0,0.0998004,0.0611227,0.0,0.0,0.1769794,0.0623701,0.0894037,0.0,0.15835,0.2011802,0.1621705,0.031185,0.1122661,0.0998004,0.0,0.0,0.0623701,0.0656965,0.0,0.0,0.0461538,0.0623701,0.0,0.0998004,0.10479,0.0499002,0.2578046,0.0,0.5082199,0.0868237,0.0,0.1621705,0.0461538,0.031185,0.0274428,0.0,0.1209979,0.3434642,0.0499002,0.0998004,0.172973,0.0998004,0.0998004,0.0607069,0.2730326,0.0,0.1521913,0.0998004,0.0,0.0,0.0,0.0998004,0.0328482,0.3113695,0.1472016,0.0602088,0.0,0.0,0.0998004,0.0998004,0.166736,0.194607,0.1247401,0.0,0.1309854,0.0,0.1144378,0.0,0.0,0.0623701,0.0,0.0,0.0623701,0.0499002,0.191274,0.0,0.0,0.2207983,0.0386694,0.1122703,0.1621705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1205821,0.2739395,0.0623701,0.0998004,0.0,0.0,0.2602994,0.0898129,0.031185,0.0,0.0,0.198674,0.0952183,0.0844977,0.3692432,0.0623701,0.2345156,0.0,0.0,0.031185,0.0,0.0623701,0.0623701,0.1621705,0.0,0.0316008,0.0,0.0,0.0648649,0.239521,0.2501663,0.1309854,0.0390852,0.1595092,0.1621705,0.1708981,0.2293694,0.1621705,0.0,0.0,0.0,0.1621705,0.0623701,0.0998004,0.0,0.0,0.115597,0.2888239,0.0499002,0.0,0.0,0.0998004,0.0998004,0.0781705,0.0665336,0.1806283,0.0998004,0.0,0.212736,0.0623701,0.0,0.0,0.3587655,0.0,0.0,0.1022869,0.1829646,0.0,0.0898129,0.1896133,0.1510313,0.0,0.0,0.2528108,0.0,0.1468678,0.0,0.0,0.0,0.0998004,0.0,0.3729813,0.0,0.0823302,0.1871102,0.0,0.2165565,0.0998004,0.0,0.0
UHRF1,0.0467873,0.0467873,0.0867124,0.0517779,0.2202121,0.0,0.0711167,0.0904554,0.0,0.1559576,0.0467873,0.0,0.0,0.0467873,0.0,0.0923269,0.0,0.0436681,0.0,0.0,0.0,0.0,0.0935745,0.1409857,0.0935745,0.0467873,0.1665627,0.0,0.0935745,0.0923269,0.1422333,0.0,0.0711167,0.0,0.0,0.0,0.0,0.0,0.0467873,0.0941984,0.0492826,0.0,0.2944479,0.0,0.0,0.0754835,0.2046163,0.0935745,0.1097941,0.0879601,0.0935745,0.0935745,0.0867124,0.3680599,0.0935745,0.0,0.2139738,0.0,0.0,0.0,0.0,0.0467873,0.0,0.1871491,0.0467873,0.0,0.0467873,0.0,0.0,0.0,0.0,0.0455396,0.1908921,0.0,0.2283219,0.0,0.0,0.0,0.0935745,0.1172801,0.0467873,0.1634436,0.0,0.1141609,0.0,0.0,0.0,0.0,0.0,0.0,0.0935745,0.0,0.0935745,0.0,0.0,0.0,0.0,0.0,0.0935745,0.0704928,0.2370555,0.1933874,0.0,0.0,0.0,0.0467873,0.0,0.1584529,0.0467873,0.0486588,0.0467873,0.0,0.1091703,0.1815346,0.0,0.0,0.0767311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0935745,0.0,0.0,0.0935745,0.0,0.0586401,0.0,0.0,0.0935745,0.0,0.0,0.0,0.044292,0.0467873,0.1203993,0.0935745,0.0935745,0.264504,0.0935745,0.0,0.0,0.0,0.0,0.0935745,0.1827823,0.0467873,0.0,0.0,0.0,0.0,0.0,0.1403618,0.0935745,0.0,0.0467873,0.0,0.0,0.0,0.0467873,0.0467873,0.0436681,0.1665627,0.0,0.0935745,0.0467873,0.1815346,0.0,0.0,0.0,0.0630069,0.0,0.1403618,0.0,0.0655022,0.0,0.0467873,0.0542732,0.1871491,0.0467873,0.0467873,0.0467873,0.0480349,0.0467873,0.0,0.0,0.165315
MLXIP,0.0,0.0557103,0.2938719,0.0745125,0.2435065,0.0,0.1896104,0.0,0.0,0.3033951,0.1063636,0.15,0.0890909,0.0584958,0.0,0.0,0.0,0.0,0.8507179,0.1284568,0.1747911,0.0,0.6691429,0.4696999,0.1504178,0.1363636,0.416,0.0,0.436085,0.7009907,0.2144568,0.0,0.0522284,0.1796657,0.9662284,0.0,0.3178886,0.0,0.2454545,0.7085989,0.1726386,0.1009091,0.168,0.5837832,0.0,0.1071429,0.6344568,0.4947054,0.0454545,0.0,0.292,0.1204102,0.2953247,0.0,0.0809091,0.5762826,0.0681818,0.1044568,0.0,0.0,0.0,0.0,0.0,0.41,0.3389611,0.3512535,0.0,0.5880919,0.0681818,0.1071429,0.0,0.65,0.035,1.036918,0.7658204,0.0,0.0,0.0522284,0.1071429,0.0,0.0736364,0.1963636,0.0,0.1071429,0.0,0.0,0.3116884,0.0,0.1363636,0.0,0.15,0.4113193,0.2435065,0.2026386,0.3547201,0.0,0.0,0.0522284,0.0,0.0,0.0,1.2041165,0.1363636,0.8056372,0.0,0.0,0.7056772,0.4781945,0.0,0.0,0.0,0.0,0.1363636,0.0,0.5783652,0.1071429,0.1071429,0.454,0.1044568,0.0,0.0,0.0,0.1363636,0.1483287,0.4981818,0.0,0.0,1.0701138,0.07,0.0,0.2099113,0.0,0.1204102,0.0814286,0.0,0.3869091,0.0,0.0,0.2181818,0.0,0.9118283,0.4324568,0.1071429,0.0,0.3216884,0.0681818,0.1245455,0.5415997,0.505,0.0522284,0.15,0.0,0.0,0.1044568,0.346085,0.2254545,0.9192745,0.0,0.1071429,0.0,0.2372727,0.0,0.3912382,0.0,0.0,0.5632529,0.3081818,0.0522284,0.4814286,0.1363636,0.0,0.0,0.375,0.2005571,0.0591922,0.1418182,0.3605976,0.0,0.1157143,0.0681818,0.3506493,0.1624968,0.0,0.4242517,0.4736218,0.2445455,0.1363636,0.0,0.8776386,0.2185996
MITF,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.2555366,0.1875,0.1601363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3525,0.0,0.2078364,0.2555366,0.0,0.0,0.0,0.0,0.0,0.0,0.1396933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555366,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.3421933,0.0,0.0,0.1362862,0.1550256,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1277683,0.0,0.0,0.0,0.0,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555366,0.0,0.2163543,0.0,0.0,0.0,0.0,0.0,0.1277683,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.1277683,0.0,0.0,0.1737649,0.0,0.0,0.0,0.0,0.0,0.1277683,0.0,0.0,0.0,0.2555366,0.0,0.2555366,0.2125,0.0,0.0,0.0,0.2725724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6557368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.4632325,0.0,0.0,0.0,0.0,0.5110732,0.0,0.0,0.0,0.0,0.2555366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555366,0.0,0.0,0.0,0.0,0.0,0.1277683,0.0,0.0613288,0.0,0.0,0.330494,0.0,0.0,0.0,0.0,0.2555366,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0
TBX18,0.1,0.0,0.2593333,0.0113333,0.1946667,0.0,0.166,0.0,0.1713333,0.292,0.3786667,0.0553333,0.2366667,0.282,0.18,0.0,0.196,0.2046667,0.218,0.05,0.0,0.2766667,0.14,0.158,0.3846667,0.0,0.3813333,0.05,0.3113333,0.1,0.38,0.0846667,0.2013333,0.0,0.1426667,0.1613333,0.1646667,0.0,0.1766667,0.3093333,0.1513333,0.3186667,0.308,0.2733333,0.2673333,0.1,0.3513333,0.348,0.226,0.084,0.0,0.3166667,0.2053333,0.1853333,0.158,0.2353333,0.27,0.142,0.154,0.3,0.1293333,0.0,0.0,0.1793333,0.1,0.1886667,0.1,0.1646667,0.2126667,0.0,0.1746667,0.05,0.358,0.2,0.0806667,0.2026667,0.148,0.0,0.2606667,0.2526667,0.0533333,0.0,0.1,0.1506667,0.0,0.1493333,0.172,0.1,0.0,0.0626667,0.246,0.376,0.0,0.1106667,0.276,0.1,0.0,0.1,0.0,0.1426667,0.1386667,0.1446667,0.0413333,0.2086667,0.0,0.2673333,0.2733333,0.26,0.0,0.212,0.0,0.2926667,0.0,0.0,0.3426667,0.1506667,0.0866667,0.1633333,0.1166667,0.054,0.0,0.0626667,0.0853333,0.16,0.3026667,0.0,0.154,0.2126667,0.3186667,0.194,0.0,0.11,0.326,0.0513333,0.1,0.2,0.2,0.288,0.1,0.2766667,0.1526667,0.2913333,0.0,0.0,0.166,0.0666667,0.0,0.1686667,0.0,0.2386667,0.1826667,0.412,0.0,0.248,0.1713333,0.0546667,0.1,0.1,0.1586667,0.0,0.1653333,0.174,0.2733333,0.0,0.0,0.2046667,0.1,0.0,0.15,0.3066667,0.1,0.2353333,0.0513333,0.198,0.0,0.0,0.1,0.2266667,0.14,0.1,0.0,0.05,0.296,0.2106667,0.154,0.1353333,0.0,0.2606667,0.0,0.2986667
PLOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666667,0.0,0.0,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666667,0.1811111,0.0,0.3322222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333,0.0,0.0,0.1666667,0.0,0.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3022222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333,0.0,0.0,0.0833333,0.0833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0966667,0.0,0.0,0.0,0.0,0.0,0.0,0.1488889,0.1122222,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333,0.0,0.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2744444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666667,0.0,0.0,0.0,0.0833333,0.0,0.09,0.1511111,0.0,0.0,0.0,0.0,0.0,0.0,0.1666667,0.0,0.0,0.1255556,0.0833333,0.0,0.0,0.0,0.0833333,0.0,0.3566667,0.0,0.0977778,0.0,0.0,0.0,0.0,0.1444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333,0.0,0.0,0.0833333,0.1666667,0.0,0.0,0.1666667,0.0777778,0.0833333,0.0,0.0,0.0833333,0.0833333,0.0,0.0833333,0.1666667,0.0,0.0,0.0,0.0
RUNX3,0.0,0.10125,0.1132931,0.3991017,0.0,0.0,0.11125,0.2009064,0.0,0.5710031,0.0,0.0,0.488059,0.0,0.0875,0.0,0.0,0.1036205,0.1548065,0.0,0.1360799,0.2801397,0.2793693,0.2439124,0.0049938,0.09875,0.0,0.0,0.2625,0.1132931,0.0,0.3108614,0.5967841,0.1875,0.0,0.1699396,0.0,0.0,0.0,0.09375,0.1025,0.0,0.0,0.0,0.2247191,0.2950984,0.0,0.0,0.0,0.0,0.1875,0.2036127,0.0,0.2746677,0.0,0.0,0.09375,0.0,0.1622734,0.0,0.0,0.1875,0.0,0.0,0.187383,0.2986111,0.0,0.1875,0.1872659,0.1785268,0.093633,0.0,0.5469582,0.1132931,0.1132931,0.4225783,0.0,0.0,0.0,0.2703927,0.1672909,0.0,0.1102719,0.0,0.0,0.1132931,0.0,0.1872659,0.0,0.185,0.10625,0.4841164,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.4183837,0.0,0.2651058,0.1,0.1132931,0.3746489,0.2423533,0.3958739,0.0,0.382956,0.1132931,0.0,0.1875,0.0,0.1148564,0.0566465,0.0,0.705009,0.4835574,0.0,0.0,0.0,0.0,0.0566465,0.1875,0.1872659,0.0,0.0,0.0,0.21625,0.175,0.093633,0.0,0.09375,0.0,0.7695713,0.1797583,0.0,0.2810159,0.2265861,0.382383,0.1132931,0.0,0.4191465,0.1132931,0.0,0.1036205,0.0,0.0566465,0.0,0.0,0.0461923,0.0,0.0,0.060423,0.0,0.3435159,0.0,0.2494335,0.1132931,0.0,0.0,0.4573454,0.0,0.0,0.3075906,0.163142,0.0,0.09375,0.30125,0.2509363,0.0,0.0,0.1132931,0.0845921,0.0,0.0,0.0,0.0,0.0,0.0,0.3972357,0.093633,0.0,0.121133,0.0,0.0,0.0,0.0,0.0
ELF1,0.1465416,0.0,0.2239156,0.3619996,0.087925,0.0,0.2142857,0.0,0.1071429,0.2872216,0.0,0.1254396,0.1758499,0.0,0.116061,0.087925,0.0,0.1071429,0.1817116,0.2829928,0.3201675,0.1618456,0.4985714,0.1817116,0.1071429,0.3936526,0.0,0.0,0.210968,0.0,0.3655166,0.0,0.087925,0.0,0.1950679,0.0,0.3830766,0.0,0.0,0.0,0.7682918,0.1688159,0.419444,0.0114286,0.3136393,0.0,0.1101993,0.3146458,0.098476,0.7276,0.0,0.7285211,0.1950679,0.1071429,0.0,0.1171429,0.0,0.0,0.1328571,0.0,0.0,0.4539407,0.0,0.1758499,0.0961313,0.0,0.0,0.3537933,0.0,0.1071429,0.0,0.0,0.291673,0.0,0.3272785,0.0,0.1171429,0.0,0.3022107,0.1066823,0.0973036,0.0,0.2630632,0.0,0.087925,0.0,0.1758499,0.2929928,0.0,0.0,0.187925,0.6443125,0.0,0.0,0.0,0.0,0.1758499,0.0,0.1250679,0.1758499,0.1950679,0.658707,0.3485714,0.2164964,0.0,0.3022107,0.2142857,0.2805007,0.1071429,0.0,0.0,0.3092447,0.1071429,0.0,0.0,0.3901356,0.0867526,0.2142857,0.087925,0.0,0.0,0.0,0.0,0.0,0.087925,0.0,0.0,0.11,0.087925,0.0,0.0,0.0,0.0,0.0,0.2142857,0.087925,0.0,0.4206682,0.382621,0.3181628,0.3864009,0.0,0.0,0.0,0.5080606,0.0,0.31,0.0,0.0,0.0,0.0,0.3580222,0.0,0.0,0.0,0.087925,0.1758499,0.0,0.0,0.0,0.1642857,0.087925,0.101993,0.0,0.0,0.8036526,0.2757143,0.0,0.1031653,0.087925,0.0,0.0,0.0,0.1071429,0.0,0.0,0.0,0.0,0.0,0.0,0.087925,0.3713783,0.0,0.1172333,0.2142857,0.2942556,0.098476,0.0,0.0,0.0
RASGRP2,0.0,0.1736111,0.2376126,0.3702452,0.4779467,0.2977083,0.375,0.0,0.0,0.2184685,0.0533033,0.2768863,0.1994182,0.0555556,0.3286881,0.0,0.0,0.1126126,0.2535192,0.1126126,0.0434028,0.375,0.1431119,0.0,0.2037037,0.2394895,0.0,0.1589089,0.1812594,0.2552083,0.1328829,0.1905499,0.4118807,0.2068056,0.181713,0.0509259,0.4649024,0.068287,0.2704579,0.1081081,0.0,0.0868056,0.0,0.1302083,0.1996528,0.0,0.2545984,0.4660755,0.1006006,0.0480324,0.0,0.3130787,0.1394989,0.2618713,0.0,0.563872,0.2552553,0.1203704,0.0868056,0.0,0.1126126,0.1153028,0.0,0.0,0.0868056,0.1561562,0.3135323,0.3633634,0.0,0.0,0.0,0.0,0.2574293,0.0543981,0.0997091,0.0,0.1051051,0.0,0.1657752,0.2292136,0.4686111,0.0,0.0,0.1126126,0.0434028,0.0563063,0.0515046,0.1126126,0.0,0.2162162,0.0,0.0563063,0.7521622,0.0457176,0.0,0.0,0.865,0.0497685,0.0563063,0.2712087,0.2677365,0.0563063,0.0,0.0868056,0.2186874,0.4651683,0.1126126,0.0563063,0.0625,0.0,0.0,0.0,0.3181776,0.1126126,0.3953798,0.0,0.2991272,0.4365616,0.0615616,0.0,0.0,0.0,0.0563063,0.0,0.0,0.1126126,0.0,0.1126126,0.0434028,0.2351257,0.0,0.0,0.2072229,0.1325231,0.2762763,0.1448949,0.655929,0.0,0.1126126,0.0677083,0.56,0.7283333,0.4571759,0.0,0.1126126,0.0,0.3498498,0.0,0.3244182,0.0868056,0.5273248,0.1126126,0.0,0.0563063,0.0,0.2991272,0.0975976,0.0868056,0.0445602,0.0,0.255787,0.1560154,0.6606137,0.0,0.1126126,0.125,0.2123217,0.5690785,0.3222128,0.1560154,0.1306306,0.1234359,0.0563063,0.1994182,0.0,0.0,0.0,0.7798111,0.0,0.0,0.3493024,0.0701952,0.0613426,0.2067693,0.1126126,0.5092593,0.0585586,0.0,0.0,0.1126126
PGA5,0.1335849,0.0,0.3167925,0.0,0.0,0.0,0.3592075,0.0,0.0,0.2392453,0.1698113,0.189434,0.0,0.1026415,0.1132075,0.0,0.1433962,0.0,0.1675472,0.0,0.0898113,0.1132075,0.0867925,0.0935849,0.4139623,0.0815094,0.4059623,0.0,0.3849057,0.0,0.0,0.1207547,0.036,0.1132075,0.3,0.1132075,0.1132075,0.0,0.0,0.0,0.170566,0.0830189,0.1909434,0.2103774,0.2488679,0.2316981,0.0,0.5867547,0.2045283,0.0845283,0.0,0.0,0.2088679,0.0566038,0.5632075,0.3424528,0.4529811,0.0,0.3996981,0.0,0.0,0.1132075,0.0,0.1139623,0.1154717,0.375283,0.1132075,0.15,0.0,0.0656604,0.524,0.1154717,0.1713208,0.3952075,0.2188679,0.0,0.0845283,0.0,0.1683019,0.0596226,0.0483019,0.0,0.0,0.0,0.0,0.1132075,0.3572075,0.0618868,0.1132075,0.0,0.1766038,0.556,0.1132075,0.3252075,0.0,0.0,0.0,0.0,0.1615094,0.2150943,0.0641509,0.0566038,0.0,0.1132075,0.0,0.2392453,0.4216981,0.15,0.0,0.0837736,0.0,0.2632075,0.1132075,0.0,0.2762264,0.2196226,0.4588679,0.0656604,0.4673585,0.0,0.0,0.0,0.0,0.0,0.2172075,0.3,0.0,0.3,0.2256604,0.1132075,0.0,0.1501887,0.3283019,0.3,0.0,0.7593208,0.0,0.0,0.0,0.0513208,0.0566038,0.3124528,0.0,0.0,0.1370189,0.0566038,0.2066038,0.0686792,0.0935849,0.0,0.0,0.154717,0.2066038,0.0,0.1132075,0.0618868,0.0,0.0,0.2860377,0.0,0.1207547,0.15,0.1132075,0.0,0.2632075,0.3642642,0.3650943,0.1018868,0.1803774,0.109434,0.2022641,0.0,0.2473585,0.0,0.0,0.1139623,0.1132075,0.0566038,0.0,0.1132075,0.0,0.1132075,0.4209434,0.3026415,0.3011321,0.1539623,0.1132075,0.0,0.0,0.124
PATZ1,0.3527314,0.0,0.1948843,0.0,0.1315469,0.0,0.0,0.091352,0.1741778,0.1784409,0.091352,0.091352,0.1412911,0.0,0.4118362,0.0,0.091352,0.0499391,0.0,0.0,0.0,0.3294001,0.1266748,0.13581,0.2649208,0.091352,0.045676,0.0,0.3380207,0.5900578,0.1546894,0.2,0.1772229,0.0,0.2697168,0.2028015,0.3574909,0.0,0.0,0.091352,0.1875,0.327092,0.1492083,0.2490865,0.0,0.091352,0.3489647,0.0,0.2697929,0.047503,0.0,0.0968331,0.39088,0.1157125,0.0,0.1796589,0.1565164,0.091352,0.2855512,0.091352,0.091352,0.0,0.315,0.0,0.0,0.091352,0.045676,0.137028,0.0,0.137028,0.1431181,0.2654537,0.5060414,0.0937881,0.364799,0.0840438,0.0694275,0.091352,0.0,0.0,0.0,0.047503,0.0858709,0.2392661,0.0,0.0,0.045676,0.0645554,0.0,0.278852,0.1772229,0.6548873,0.0,0.2247259,0.0724726,0.0,0.1766139,0.0,0.134592,0.1479903,0.3086937,0.1741778,0.0,0.0,0.0785627,0.1699147,0.3032887,0.1875,0.0,0.045676,0.091352,0.137028,0.1613885,0.321352,0.7590104,0.0481121,0.2527406,0.091352,0.091352,0.0,0.0,0.0,0.621352,0.045676,0.088916,0.1717418,0.0,0.0,0.0,0.0,0.0,0.091352,0.2228989,0.0767357,0.182704,0.0,0.182704,0.2472594,0.2228989,0.2070646,0.3642722,0.2326431,0.0,0.0,0.091352,0.0,0.1047503,0.0,0.046285,0.1419001,0.1607795,0.295,0.091352,0.3671589,0.045676,0.1467722,0.2095006,0.091352,0.318514,0.1035323,0.091352,0.091352,0.3118149,0.0,0.0,0.182095,0.0,0.0,0.1973203,0.0,0.091352,0.0,0.233176,0.0779537,0.0,0.0,0.138246,0.0809988,0.091352,0.0,0.091352,0.0505481,0.1492083,0.0535932,0.278852,0.0,0.0767357,0.0,0.0,0.0
EBF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.4766667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
