,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190
TAF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0575,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2325,0.0,0.0,0.0,0.1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFP768,0.0,0.0,0.2632488,0.0,0.0,0.0,0.0829493,0.0,0.0,0.0,0.0,0.0,0.125,0.1013825,0.0,0.0,0.1336406,0.0,0.0,0.0,0.0,0.1382488,0.0691244,0.0,0.0691244,0.0,0.0,0.0691244,0.1299539,0.3865821,0.125,0.0,0.0,0.0,0.1382488,0.1433333,0.0,0.25,0.0,0.3858295,0.0691244,0.0691244,0.0,0.1783333,0.0,0.0,0.5,0.0,0.0423963,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.1433333,0.0,0.0,0.0,0.4485714,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.1990783,0.0,0.1382488,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2571429,0.0,0.1400922,0.0,0.0,0.0,0.0,0.0,0.1382488,0.0,0.2699155,0.1382488,0.0,0.1382488,0.0,0.25,0.1266667,0.0,0.1096774,0.0,0.1198157,0.25,0.0,0.0,0.5643088,0.2116667,0.0,0.0,0.1483333,0.0,0.1382488,0.0857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691244,0.0,0.0,0.0,0.1465438,0.0,0.0,0.0,0.1483333,0.0,0.0,0.0,0.125,0.0894009,0.0,0.1366667,0.0,0.1419355,0.1382488,0.0,0.0,0.0,0.0,0.0,0.0691244,0.0,0.0,0.1382488,0.2916667,0.0,0.0,0.0,0.1533333,0.0,0.0,0.25,0.0,0.0,0.0,0.2764977,0.125,0.0,0.1516667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4232488,0.0,0.0,0.1566667,0.365,0.0,0.0,0.0,0.0,0.0,0.2533333,0.0,0.0
JAM2,0.0,0.09375,0.046875,0.0,0.1671532,0.005,0.185625,0.1652467,0.0,0.0,0.0,0.0,0.09375,0.1429933,0.3632209,0.0,0.375,0.0,0.074375,0.7479933,0.0,0.0,0.5855815,0.3670162,0.3364967,0.2779933,0.091875,0.0,0.03125,0.0,0.048125,0.0,0.1875,0.09375,0.0,0.07625,0.19,0.0,0.1875,0.095,0.09375,0.2436183,0.4575787,0.6790693,0.0,0.05375,0.0,0.09375,0.321875,0.5293083,0.0,0.0714967,0.6941504,0.1660361,0.0,0.31625,0.240625,0.09375,0.156875,0.0,0.0,0.0,0.0,0.0,0.58,0.30625,0.2735939,0.136875,0.0,0.004375,0.1086749,0.0,0.2014716,0.0505243,0.109375,0.09375,0.14625,0.0,0.1439466,0.075,0.0,0.0,0.0,0.046875,0.0,0.0,0.270625,0.09375,0.174375,0.0,0.0,1.0854933,0.046875,0.185,0.09375,0.0,0.0,0.0,0.136875,0.5355577,0.0,0.525,0.0,0.263125,0.0,0.135,0.7573683,0.3575,0.046875,0.181875,0.0,0.138125,0.09375,0.098125,0.2812,0.0,0.0,0.1642433,0.0,0.2367433,0.0,0.09375,0.09375,0.0,0.41,0.0,0.0,0.0,0.1246217,0.2386183,0.05375,0.0,0.3150071,0.0,0.0,0.0,0.0,0.1448999,0.0,0.347161,0.1025,0.18875,0.09375,0.049375,0.09375,0.0,0.4676329,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0762631,0.0,0.905625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.09375,0.1429933,0.0,0.09375,0.0,0.3679695,0.08125,0.0675,0.0,0.125,0.0,0.0,0.238125,0.0,0.0,0.18625,0.20125,0.09375,0.1439466,0.0,0.09375,0.415,0.0,0.0
PIAS1,0.0,0.2016667,0.405,0.2078571,0.0542857,0.0,0.0,0.16125,0.0,0.1671429,0.0771429,0.0,0.1071429,0.0,0.0992857,0.0,0.2946429,0.0,0.2946429,0.2946429,0.0892857,0.0,0.0535714,0.0535714,0.29,0.0,0.1071429,0.1935714,0.0,0.1035714,0.3264286,0.1071429,0.33875,0.0857143,0.21875,0.1142857,0.15875,0.0,0.1748214,0.0,0.1064286,0.1435714,0.4458928,0.375,1.2052976,0.1071429,0.4182143,0.0,0.0857143,0.2685714,0.0,0.8579762,0.0,0.0,0.0,0.2833929,0.6463095,0.1071429,0.0,0.0,0.1071429,0.0,0.0,0.1071429,0.1071429,0.0,0.0,0.1071429,0.1185715,0.1071429,0.0,0.2919047,0.0,0.1071429,0.1875,0.0,0.09375,0.0,0.1071429,0.0,0.0,0.0,0.1025,0.6789286,0.0,0.4330953,0.3571429,0.09375,0.1071429,0.0,0.1692857,0.0,0.18625,0.4720833,0.0578571,0.0,0.0,0.0,0.1071429,0.1357143,0.115,0.2142857,0.0,0.0,0.0,0.1071429,0.5553571,0.215,0.0,0.0,0.2496429,0.4463096,0.1785714,0.0,0.5232143,0.105,0.0,0.0,0.0,0.0,0.0,0.1071429,0.09,0.1375,0.5335715,0.0,0.0,0.2678571,0.0,0.0,0.0671429,0.0,0.1604762,0.4285715,0.2610714,0.0,0.17625,0.0821429,0.2719643,0.2807143,0.1914286,0.3860714,0.0,0.0,0.0,0.0,0.3980953,0.1071429,0.2946429,0.0,0.0,0.4246429,0.0,0.1542857,0.1935714,0.2321429,0.3214286,0.0,0.0,0.0,0.2142858,0.0,0.3464286,0.1071429,0.0,0.1607143,0.0,0.0,0.0535714,0.315,0.1375,0.09375,0.4267857,0.0,0.0,0.2157143,0.5773214,0.0,0.5228571,0.0,0.1671429,0.2142858,0.0,0.3644643,0.0,0.4798214,0.0,0.3214286,0.0,0.1619047
BMI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.1283333,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.2183333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2183333,0.0,0.0,0.0,0.2283333,0.0,0.0,0.1266667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1633333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4916667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2433333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.36,0.0,0.0,0.0616667,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.1716667,0.0,0.0,0.0,0.0,0.0
PRDM14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1378494,0.0,0.0,0.0,0.0710564,0.0,0.0,0.0,0.0,0.2430128,0.0705827,0.0355282,0.0,0.1141639,0.0,0.0715301,0.7665846,0.0454761,0.0,0.0,0.0710564,0.0355282,0.1089531,0.0710564,0.0710564,0.0710564,0.1421127,0.0,0.0710564,0.0,0.0,0.0,0.0,0.0,0.0,0.275225,0.0,0.0710564,0.0,0.0,0.0,0.6921127,0.0,0.0,0.0,0.0,0.0710564,0.0,0.8110564,1.0,0.0,0.0,0.0,0.0355282,0.0,0.0,0.0355282,0.1065846,0.0710564,0.0,0.0,0.0,0.0,0.0,0.0,0.174325,0.16,0.75,0.0710564,0.0,0.0,0.0,0.0288963,0.0355282,0.0355282,0.1378494,0.0,0.0710564,0.0734249,0.0355282,0.0,0.0,0.122217,0.0,0.0,0.0710564,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.1615348,0.0,0.1814306,0.0355282,0.0,0.1023212,0.0,0.0,0.0402653,0.0,0.0,0.0710564,0.0,0.4698532,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0710564,0.0,0.0,0.0,0.1378494,0.1056371,0.0355282,0.0,0.0,0.1421127,0.0,0.0,0.0,0.0,0.0,0.0710564,0.0,0.1421127,0.1037423,0.0,0.0,0.0,0.0,0.0710564,1.0,0.0,0.0,0.0,0.0710564,0.0,0.9376409,0.0,0.0,0.0364756,0.0,0.0,0.0710564,0.0478446,0.0,0.5030602,0.0710564,0.0,0.0355282,0.0,0.0,0.0710564,0.0710564,0.0,0.0,0.1383231,0.0402653,0.0,0.0,0.0,0.0,0.0,0.0,0.8670062,0.0355282,0.1820038,0.0710564,0.0,0.0,0.0710564,0.0,0.0,0.0
ANKRD54,0.0,0.0,0.0,0.4366667,0.0978261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4311594,0.0,0.27,0.2717391,0.1811594,0.0,0.25,0.0,0.25,0.0,0.0905797,0.25,0.0917874,0.0,0.147343,0.1811594,0.0,0.0,0.0,0.0,0.3357488,0.25,0.0,0.0,0.0,0.0,0.6544927,0.25,0.0,0.4535749,0.2741546,0.3019324,0.0,0.0,0.1811594,0.4311594,0.25,0.39,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850242,0.1642512,0.0,0.0,0.0,0.0,0.0,0.25,0.1811594,0.0,0.0,0.1594203,0.3562802,0.0,0.0,0.0,0.0,0.1050725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6917391,0.192029,0.0,0.2717391,0.0,0.3166667,0.0,0.0,0.0,0.3933333,0.6833333,0.0,0.0,0.0,0.0,0.0,0.4311594,0.0,0.0,0.0,0.0,0.0,0.1811594,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5990338,0.0,0.0,0.25,0.1413043,0.0,0.0,0.0,0.0,0.0,0.0905797,0.7717391,0.0,0.0,0.1002415,0.0,0.3502415,0.0,0.1896135,0.25,0.0,0.1811594,0.0,0.4611594,0.1497585,0.0905797,0.0,0.0,0.0,0.1811594,0.0,0.1811594,0.3731884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2306763,0.0,0.3176329,0.0,0.1400966,0.0,0.0,0.0,0.0
SCMH1,0.0,0.6157969,0.3885095,0.0817228,0.3172116,0.0,0.2199471,0.1578272,0.0,0.8772033,0.0,0.0,0.5611093,0.0,0.1577523,0.2446826,0.4505754,0.3217243,0.1104418,0.0828272,0.2259471,0.1553036,0.6441682,0.2604805,0.4427961,0.1098901,0.112386,0.0828272,0.2812209,0.8230965,0.7052669,0.28,1.0138413,0.1203272,0.108,0.7173455,0.5789072,0.1656543,0.1762928,0.3018941,0.7393815,0.0828272,0.4344998,0.1860911,0.0,0.1606847,0.1656543,0.8413011,0.4438731,0.1656543,0.0,0.3562035,0.075,0.4599807,0.1617407,0.4878077,0.644914,0.1778595,0.6628272,0.1498501,0.23042,0.2924835,0.0,0.1773003,0.2907093,0.5031542,0.0,0.6373277,0.1308669,0.0,0.0513528,0.0447267,0.9071793,0.2181587,0.8885787,0.0808356,0.0,0.0447267,0.7426956,0.331997,0.1242407,0.0,0.1898172,0.0,0.0,0.2428568,0.14449,0.0,0.0828272,0.1353315,0.0828272,0.9622056,0.0,0.3007196,0.5288543,0.0,0.0681199,0.0828272,0.1428571,0.3757898,0.1966667,0.1362398,0.4344306,0.25,0.1098901,0.3143783,0.1601325,1.2995272,0.0,0.1435671,0.0,0.1125,0.1346356,0.5059458,0.620669,0.0828272,0.6361197,0.0,1.1344434,0.0575,0.0,0.1168831,0.3613022,0.0,0.2136199,0.3798216,0.0,0.2771592,0.7743918,0.294067,0.0,0.0,0.2112398,0.1474324,0.0828272,0.611888,0.2111649,0.1153497,0.433137,0.2210428,0.4677503,0.2895873,0.1526391,0.2968072,0.8359071,0.0,0.0414136,0.7661356,0.6184906,0.1362398,0.0,0.4301317,0.2039943,0.0828272,0.108,0.5747091,0.0,0.3029985,0.821026,0.333567,0.1149831,0.4457755,0.6651572,0.0828272,0.0,0.4071154,0.1363887,0.1512567,0.3944183,0.2198571,0.5099698,0.1362398,0.4156543,0.5208368,0.0,0.0,1.1764987,0.2417587,0.0,0.0,0.1578272,0.7720812,0.6101676,0.83327,0.1214315,0.4293396,0.0794658,0.0,0.0,0.075
AGAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19125,0.0,0.3425,0.0,0.0,0.0,0.0,0.10875,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.06125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.60875,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31875,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1925,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.2325,0.0,0.0,0.10125,0.09375,0.10875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10875,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNPDA1,0.0387797,0.0,0.1261634,0.041365,0.0,0.0,0.0775595,0.0775595,0.0,0.0418821,0.1277146,0.0599793,0.0,0.0387797,0.0,0.0,0.0,0.0,0.1163392,0.0,0.163909,0.0,0.040848,0.0775595,0.0,0.0,0.0387797,0.0,0.2285419,0.0775595,0.0,0.0,0.0377456,0.0,0.0,0.0667011,0.0,0.0,0.0,0.0,0.0,0.1452947,0.0,0.0832472,0.0,0.0775595,0.0,0.0811789,0.0548087,0.0,0.0,0.0,0.1546019,0.0,0.0,0.1504654,0.0775595,0.0,0.0775595,0.0,0.0,0.040848,0.0,0.0,0.2533609,0.0775595,0.0,0.1954498,0.0,0.0791107,0.0,0.0,0.0775595,0.0,0.0,0.0775595,0.0,0.0,0.0775595,0.1530507,0.0,0.0,0.0,0.2280248,0.0,0.0,0.3081696,0.0,0.0,0.0,0.0,0.0,0.0387797,0.0785936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2895553,0.0,0.3252327,0.0,0.0,0.0775595,0.0775595,0.0,0.0,0.0,0.0775595,0.0775595,0.0,0.1297828,0.0,0.041365,0.0,0.1199586,0.0,0.089969,0.0,0.0775595,0.0,0.0,0.0,0.0,0.0,0.1902792,0.0,0.0,0.0,0.2528439,0.0,0.0,0.0,0.1365047,0.0775595,0.0775595,0.0,0.1168563,0.0118925,0.0,0.0,0.0,0.0,0.0,0.0387797,0.2466391,0.0,0.0,0.1504654,0.0,0.0775595,0.1504654,0.0,0.0460186,0.0775595,0.0,0.0,0.1944157,0.0,0.0,0.0775595,0.0,0.0775595,0.1551189,0.0,0.0,0.1220269,0.0,0.1328852,0.0,0.0,0.0,0.0,0.0775595,0.0,0.0,0.0191313,0.0,0.0387797,0.0,0.0775595,0.0,0.0775595,0.0,0.0,0.0,0.0
L3MBTL2,0.0562219,0.2940039,0.0862069,0.2819549,0.237782,0.1105263,0.1363816,0.0,0.0,0.355177,0.0,0.1124438,0.1408929,0.0,0.0,0.0,0.0,0.112782,0.2551087,0.1135338,0.0766667,0.0329835,0.4064113,0.0922039,0.6837221,0.0562219,0.3195968,0.0609023,0.496128,0.329621,0.1616667,0.4102722,0.2761369,0.4190039,0.25,0.1981909,0.1090705,0.0,0.3714442,0.1813072,0.4214585,0.0,0.1329136,0.3969925,0.1068216,0.0873313,0.1917293,0.0869565,0.3448738,0.2031484,0.0,0.5071897,0.3371148,0.1053223,0.1500942,0.056391,0.2511668,0.3163723,0.112782,0.0,0.0843328,0.2535757,0.0,0.1233333,0.0,0.1634183,0.0,0.2920655,0.106072,0.112782,0.0,0.0,0.0,0.0,0.1576174,0.0962406,0.0562219,0.0,0.307782,0.2931034,0.0,0.3779709,0.0153673,0.1664168,0.0,0.0,0.1686657,0.0,0.0562219,0.2166667,0.0817091,0.0565967,0.1690039,0.1730231,0.0843328,0.0,0.0314843,0.0,0.1705076,0.1086956,0.1408929,0.2129042,0.0,0.2291296,0.0,0.0562219,0.2712888,0.2338831,0.0,0.5231187,0.0,0.5307297,0.112782,0.0,0.6691272,0.1124438,0.3826787,0.145,0.056391,0.1812219,0.144849,0.0,0.0562219,0.1952408,0.0,0.112782,0.0827068,0.2385499,0.0502249,0.0,0.4926661,0.0562219,0.3309995,0.0631579,0.0,0.5515697,0.112782,0.0,0.0742129,0.0562219,0.5640005,0.4208934,0.1128186,0.1541353,0.0,0.0,0.1373505,0.3987279,0.0,0.3099356,0.112782,0.3323718,0.0,0.4152924,0.2387396,0.4113289,0.0,0.075,0.5042595,0.2240305,0.4629806,0.0,0.5729932,0.112782,0.0562219,0.0,0.181601,0.0562219,0.5956976,0.1937781,0.112782,0.0,0.3690228,0.0,0.0,0.0562219,0.2310717,0.349455,0.337744,0.362782,0.0,0.6157072,0.5420912,0.7139462,0.0764618,0.2621814,0.0562219,0.0,0.0,0.2394487
LAMC1,0.087668,0.087668,0.1186441,0.0,0.0,0.2974868,0.2168323,0.1309176,0.0,0.3161893,0.043834,0.0625365,0.0736411,0.0,0.1163063,0.0,0.087668,0.0,0.0561075,0.1396844,0.1805961,0.0765634,0.087668,0.087668,0.087668,0.2518995,0.087668,0.087668,0.131502,0.0689655,0.1589714,0.1770894,0.1613092,0.087668,0.0409117,0.087668,0.0,0.0461718,0.131502,0.100526,0.1519579,0.0,0.3588545,0.0467563,0.1180596,0.0,0.0,0.1350088,0.1075395,0.1268264,0.0,0.2916423,0.2197545,0.050263,0.0473407,0.1759205,0.1426067,0.087668,0.0,0.1034483,0.0,0.0753945,0.0,0.1542957,0.132671,0.0,0.1373466,0.0,0.0,0.0,0.043834,0.0,0.06955,0.0,0.2127411,0.1753361,0.0,0.082408,0.1274109,0.087668,0.0,0.0,0.087668,0.207481,0.1542957,0.0514319,0.0999416,0.087668,0.0,0.0450029,0.0,0.2437171,0.0,0.1344243,0.1753361,0.0,0.0,0.0,0.1753361,0.087668,0.0496785,0.1642314,0.1110462,0.1408533,0.0,0.1320865,0.0999416,0.0625365,0.087668,0.194623,0.0,0.1776739,0.087668,0.087668,0.1338399,0.0,0.1537113,0.0,0.087668,0.0,0.0479252,0.0,0.2197545,0.0,0.087668,0.1560491,0.0,0.0777323,0.1332554,0.043834,0.0,0.087668,0.1729982,0.131502,0.087668,0.1753361,0.087668,0.0,0.1753361,0.0,0.1502046,0.0,0.0479252,0.0,0.0,0.0,0.1911163,0.0,0.2063121,0.1800117,0.087668,0.043834,0.043834,0.1268264,0.0,0.087668,0.132671,0.0,0.2144945,0.0,0.2197545,0.1987142,0.043834,0.0,0.0,0.1981297,0.0,0.0,0.0,0.1478667,0.170076,0.0,0.087668,0.126242,0.0,0.0,0.1268264,0.0,0.3547633,0.0,0.0,0.132671,0.226768,0.1841029,0.2665108,0.0,0.0,0.0672122,0.0,0.0
JDP2,0.0,0.0,0.0681818,0.0,0.0,0.1245455,0.0,0.0,0.0,0.1263636,0.0,0.1372727,0.0,0.0,0.1354546,0.1363636,0.0,0.0,0.0,0.0854545,0.0,0.0,0.0954545,0.1363636,0.2718182,0.0,0.0681818,0.0,0.1690909,0.1363636,0.19,0.0,0.0,0.0771429,0.0,0.0,0.0681818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1781818,0.2181818,0.1363636,0.0,0.0,0.2,0.0,0.0745455,0.0,0.0,0.0,0.2072727,0.0681818,0.0,0.2045455,0.0,0.0,0.2427273,0.0,0.0,0.1372727,0.0,0.0,0.0,0.1363636,0.0,0.1363636,0.1363636,0.0,0.0,0.1363636,0.0,0.0,0.0,0.0681818,0.0,0.0,0.0,0.0,0.1972727,0.0681818,0.0,0.1363636,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.1363636,0.1363636,0.0,0.2045455,0.0,0.0,0.0,0.0,0.1972727,0.0,0.0,0.0,0.0,0.0945455,0.0,0.0,0.1363636,0.0,0.0,0.0,0.0,0.0,0.1281818,0.0,0.2190909,0.0,0.0772727,0.1354546,0.0,0.0,0.0909091,0.0,0.0,0.0,0.0,0.1854545,0.0,0.2645454,0.2727273,0.1363636,0.4036364,0.1363636,0.0,0.3336364,0.0,0.0,0.0,0.0,0.0,0.0727273,0.2727273,0.07,0.0,0.2045455,0.0,0.0,0.0,0.18,0.1363636,0.2727273,0.0,0.0,0.0681818,0.0,0.29,0.0,0.0,0.2218182,0.0772727,0.0,0.6114286,0.1363636,0.0681818,0.0,0.0,0.0772727,0.0,0.0781818,0.0,0.0,0.0,0.1363636,0.0690909,0.0,0.0,0.2336364,0.0,0.0,0.0,0.0,0.0,0.0
TFAP4,0.188031,0.2246201,0.2638824,0.215922,0.4003539,0.0,0.2001895,0.062614,0.0,0.1850957,0.0,0.2331307,0.2155542,0.1030944,0.1677812,0.0683891,0.0,0.0835866,0.2187465,0.1216332,0.0890578,0.1459493,0.7673607,0.1504435,0.293651,0.3125878,0.0,0.1237082,0.1708733,0.3239788,0.1665444,0.1480056,0.1413637,0.1994681,0.1449848,0.0294833,0.21862,0.0911854,0.4888824,0.0699088,0.2022594,0.124924,0.0522141,0.0,0.193693,0.1334347,0.1613326,0.0407295,0.4945785,0.1943752,0.3291353,0.221078,0.0462006,0.3244967,0.150033,0.193617,0.6827847,0.0,0.0462006,0.1044162,0.0,0.0951631,0.0,0.1535481,0.0991408,0.2716563,0.1407558,0.3326815,0.0945022,0.1222736,0.4393126,0.3316028,0.3857723,0.5345187,0.1699615,0.0,0.146439,0.0,0.4953305,0.1549395,0.0978189,0.2762371,0.1285714,0.0683891,0.0455927,0.0495704,0.3739512,0.3309265,0.125,0.0,0.1744637,0.4503389,0.0,0.2503209,0.3012371,0.0,0.2234964,0.1705927,0.0,0.1268004,0.178926,0.3374387,0.1255725,0.4366701,0.0495704,0.6562287,0.0933434,0.6152741,0.0331307,0.3551438,0.0884499,0.1215805,0.1048632,0.2081956,0.5020592,0.341743,0.1675299,0.0489362,0.210387,0.125,0.0227964,0.0,0.437477,0.1922051,0.2045304,0.1219108,0.0,0.287264,0.246345,0.5720558,0.0,0.0,0.6116664,0.0656535,0.0,0.0656535,0.2736044,0.5118582,0.2863969,0.3432371,0.2550309,0.425715,0.0325228,0.024924,0.0928559,0.0991408,0.43412,0.2624724,0.2733459,0.0227964,0.1705927,0.2754549,0.0495704,0.1513429,0.2629179,0.1595745,0.2929176,0.1308538,0.2414796,0.0455927,0.1660368,0.0455927,0.322771,0.0,0.0,0.62908,0.1508535,0.1050772,0.424597,0.219859,0.3356573,0.2484888,0.4254063,0.150033,0.0,0.0991408,0.1948285,0.442695,0.056231,0.3552705,0.0,0.4177011,0.0693009,0.4549494,0.3185674,0.2556758,0.0,0.0,0.0,0.2131226
