Gene1,Gene2
SPI1,ALDH6A1
SPI1,ALKBH4
SPI1,ANXA2R
SPI1,APOL4
SPI1,AQP3
SPI1,ARFRP1
SPI1,ARHGAP24
SPI1,ARHGAP39
SPI1,ARID3A
SPI1,ART3
SPI1,ASPM
SPI1,ATF3
SPI1,ATF7
SPI1,ATP8B4
SPI1,B3GALT6
SPI1,B3GNT7
SPI1,BACH1
SPI1,BAIAP3
SPI1,BATF2
SPI1,BCL11A
SPI1,BCL3
SPI1,BCLAF1
SPI1,BEND4
SPI1,BFSP1
SPI1,BHLHE40
SPI1,BIN1
SPI1,BLOC1S1
SPI1,BRD4
SPI1,BSPRY
SPI1,C11orf42
SPI1,C11orf65
SPI1,C12orf73
SPI1,C19orf25
SPI1,C1QTNF6
SPI1,C1orf122
SPI1,C1orf127
SPI1,C22orf46
SPI1,C3orf18
SPI1,C6orf99
SPI1,CABLES2
SPI1,CAMKK1
SPI1,CAPN10
SPI1,CARD9
SPI1,CBFB
SPI1,CBR3
SPI1,CBX3
SPI1,CCDC110
SPI1,CCDC157
SPI1,CCDC159
SPI1,CCDC22
SPI1,CCDC68
SPI1,CCL4
SPI1,CCNB3
SPI1,CD244
SPI1,CD3G
SPI1,CD5
SPI1,CD52
SPI1,CD72
SPI1,CD83
SPI1,CDH22
SPI1,CDK5
SPI1,CEBPB
SPI1,CEBPZ
SPI1,CERKL
SPI1,CHD1
SPI1,CHD2
SPI1,CHRNA6
SPI1,CITED2
SPI1,CKB
SPI1,CLCN1
SPI1,CLEC7A
SPI1,COLCA2
SPI1,COMMD9
SPI1,COPZ2
SPI1,CPQ
SPI1,CRB1
SPI1,CREB1
SPI1,CREB5
SPI1,CREM
SPI1,CRIM1
SPI1,CRIP3
SPI1,CTCF
SPI1,CUEDC2
SPI1,CYP1B1
SPI1,DDIT3
SPI1,DIAPH3
SPI1,DLG2
SPI1,DNAI2
SPI1,DNAJB2
SPI1,DPCD
SPI1,DPF2
SPI1,DPM2
SPI1,DPM3
SPI1,DRAM1
SPI1,DSCR9
SPI1,DUSP23
SPI1,DYNC1I1
SPI1,DYNC2H1
SPI1,E2F4
SPI1,E2F8
SPI1,EBF1
SPI1,EED
SPI1,EFHB
SPI1,EGR2
SPI1,EGR3
SPI1,ELAVL4
SPI1,ELF1
SPI1,ELF5
SPI1,ELK1
SPI1,ELOF1
SPI1,EOMES
SPI1,EP300
SPI1,EPHA6
SPI1,EPHB6
SPI1,ESRRA
SPI1,ETS1
SPI1,ETV1
SPI1,ETV6
SPI1,FAM184A
SPI1,FAM214B
SPI1,FAM3A
SPI1,FAM83A
SPI1,FBXO27
SPI1,FBXW5
SPI1,FCHO1
SPI1,FCRL5
SPI1,FIBP
SPI1,FKBP11
SPI1,FKBPL
SPI1,FOXK2
SPI1,FRMD6
SPI1,GAB3
SPI1,GALK1
SPI1,GALNT18
SPI1,GBP3
SPI1,GEMIN7
SPI1,GLB1L
SPI1,GLI1
SPI1,GMPR
SPI1,GNRHR
SPI1,GPM6A
SPI1,GPR141
SPI1,GPR19
SPI1,GRIA4
SPI1,GRIN2A
SPI1,GSDMD
SPI1,GSTT1
SPI1,GTF2H4
SPI1,GUCA1B
SPI1,HBM
SPI1,HCFC1
SPI1,HDAC2
SPI1,HMGCL
SPI1,HPCAL1
SPI1,HPN
SPI1,HSF1
SPI1,HSP90B1
SPI1,IBA57
SPI1,IGFL4
SPI1,IKZF1
SPI1,IKZF2
SPI1,IL10
SPI1,IL12B
SPI1,IL4
SPI1,ILK
SPI1,IMMP2L
SPI1,IMPA2
SPI1,ING4
SPI1,IPO4
SPI1,IQSEC3
SPI1,IRF3
SPI1,IRF5
SPI1,ITGA2B
SPI1,ITGA4
SPI1,ITGB6
SPI1,JPH3
SPI1,JUNB
SPI1,JUND
SPI1,KCNH4
SPI1,KCNN2
SPI1,KCNS2
SPI1,KCNS3
SPI1,KCTD16
SPI1,KDM1A
SPI1,KDM5A
SPI1,KDM7A
SPI1,KHDC1
SPI1,KLHDC9
SPI1,KLHL17
SPI1,KLHL26
SPI1,KLRG1
SPI1,LACTB2
SPI1,LARP7
SPI1,LETM2
SPI1,LFNG
SPI1,LGR6
SPI1,LILRB4
SPI1,LINC00324
SPI1,LINC00528
SPI1,LINC00954
SPI1,LINC01091
SPI1,LIPT1
SPI1,LMNA
SPI1,LMNB1
SPI1,LRRK2
SPI1,LTB4R2
SPI1,LYL1
SPI1,LZTFL1
SPI1,MAK
SPI1,MAP1LC3B
SPI1,MAP1LC3B2
SPI1,MAP3K10
SPI1,MAPK12
SPI1,MAX
SPI1,MAZ
SPI1,MCOLN2
SPI1,MDS2
SPI1,MED1
SPI1,MEF2A
SPI1,MEF2C
SPI1,MIR155HG
SPI1,MIR24-2
SPI1,MKI67
SPI1,MMP11
SPI1,MMP17
SPI1,MMRN2
SPI1,MNT
SPI1,MS4A13
SPI1,MS4A6E
SPI1,MTA2
SPI1,MTA3
SPI1,MUC22
SPI1,MXI1
SPI1,MYB
SPI1,MYL4
SPI1,MYOF
SPI1,NAAA
SPI1,NBEA
SPI1,NBN
SPI1,NCALD
SPI1,NDOR1
SPI1,NEAT1
SPI1,NEDD9
SPI1,NELL2
SPI1,NFATC3
SPI1,NFIC
SPI1,NFKB1
SPI1,NFKB2
SPI1,NFXL1
SPI1,NFYA
SPI1,NGEF
SPI1,NIP7
SPI1,NME4
SPI1,NME6
SPI1,NOS1AP
SPI1,NPAS4
SPI1,NPC2
SPI1,NPM2
SPI1,NR2C2
SPI1,NRSN2
SPI1,NRXN2
SPI1,NUAK2
SPI1,OCLN
SPI1,OGFOD2
SPI1,OLAH
SPI1,OLFM2
SPI1,ORAI3
SPI1,ORMDL2
SPI1,OSCAR
SPI1,PAFAH2
SPI1,PAX5
SPI1,PDE1A
SPI1,PDLIM2
SPI1,PDXP
SPI1,PER1
SPI1,PEX19
SPI1,PEX6
SPI1,PFKFB4
SPI1,PGAP2
SPI1,PHOSPHO1
SPI1,PIEZO2
SPI1,PIP5K1B
SPI1,PITPNM1
SPI1,PKIB
SPI1,PLD1
SPI1,PLEKHG7
SPI1,PLOD3
SPI1,PML
SPI1,PODXL2
SPI1,POLR2E
SPI1,POLR2J
SPI1,PPAN
SPI1,PPEF2
SPI1,PPM1M
SPI1,PPT2-EGFL8
SPI1,PRDM15
SPI1,PROB1
SPI1,PROCA1
SPI1,PROS1
SPI1,PRR7
SPI1,PRRT3
SPI1,PRRX1
SPI1,PSTPIP1
SPI1,PTK2
SPI1,PTK2B
SPI1,RABAC1
SPI1,RABGAP1L
SPI1,RAD51
SPI1,RAPGEF2
SPI1,RASIP1
SPI1,RAVER1
SPI1,RBBP5
SPI1,RBPJ
SPI1,RCAN1
SPI1,RCOR1
SPI1,REL
SPI1,RELA
SPI1,RELB
SPI1,RELL2
SPI1,REST
SPI1,RFX5
SPI1,RGS2
SPI1,RHBDL3
SPI1,RHEBL1
SPI1,RILPL1
SPI1,RIMKLB
SPI1,RNF31
SPI1,RPS17
SPI1,RPS26
SPI1,RRNAD1
SPI1,RS1
SPI1,RTEL1
SPI1,RUNX3
SPI1,RUSC1
SPI1,RUVBL2
SPI1,RXRA
SPI1,SAC3D1
SPI1,SAMSN1
SPI1,SCEL
SPI1,SCN5A
SPI1,SCNM1
SPI1,SEMA5B
SPI1,SERPINA12
SPI1,SERPINB2
SPI1,SERTAD3
SPI1,SFXN3
SPI1,SGK1
SPI1,SIGLEC5
SPI1,SIN3A
SPI1,SKIL
SPI1,SLAMF1
SPI1,SLC16A13
SPI1,SLC16A3
SPI1,SLC22A18
SPI1,SLC22A18AS
SPI1,SLC26A6
SPI1,SLC30A4
SPI1,SLC35B2
SPI1,SLC35C1
SPI1,SLC44A2
SPI1,SLC6A16
SPI1,SLC9C2
SPI1,SMAD1
SPI1,SMAD5
SPI1,SMARCD2
SPI1,SMIM6
SPI1,SNTB1
SPI1,SOCS3
SPI1,SP1
SPI1,SPAG4
SPI1,SPI1
SPI1,SPSB2
SPI1,SRF
SPI1,STAT3
SPI1,STAT5A
SPI1,STOML1
SPI1,STOML2
SPI1,SWI5
SPI1,SYNE2
SPI1,SYT11
SPI1,SYT9
SPI1,SYVN1
SPI1,TAGAP
SPI1,TARDBP
SPI1,TBP
SPI1,TCF12
SPI1,TCIRG1
SPI1,TCN2
SPI1,TDRKH
SPI1,TENM4
SPI1,TESK1
SPI1,TGM6
SPI1,THAP9
SPI1,THOC6
SPI1,THTPA
SPI1,TINF2
SPI1,TLCD1
SPI1,TLR4
SPI1,TMEM102
SPI1,TMEM130
SPI1,TMEM144
SPI1,TMEM154
SPI1,TMEM177
SPI1,TMEM234
SPI1,TMEM40
SPI1,TMEM53
SPI1,TMEM79
SPI1,TP63
SPI1,TPD52L1
SPI1,TPRG1L
SPI1,TRIM2
SPI1,TRIM22
SPI1,TRIM41
SPI1,TRIM65
SPI1,TRMT61A
SPI1,TRPT1
SPI1,TSEN34
SPI1,TSR3
SPI1,TTC4
SPI1,TTLL1
SPI1,TXNIP
SPI1,TXNRD2
SPI1,U2AF1L4
SPI1,UBXN1
SPI1,UNC93B1
SPI1,UNKL
SPI1,USF1
SPI1,USF2
SPI1,UST
SPI1,VIPR1
SPI1,VSTM2L
SPI1,VWA3A
SPI1,WDR24
SPI1,WDR31
SPI1,WDR74
SPI1,WRAP53
SPI1,WRNIP1
SPI1,XPNPEP2
SPI1,YAP1
SPI1,YBEY
SPI1,YBX1
SPI1,YPEL3
SPI1,ZDHHC24
SPI1,ZEB1
SPI1,ZFP37
SPI1,ZFYVE1
SPI1,ZMAT5
SPI1,ZMYND12
SPI1,ZMYND19
SPI1,ZNF24
SPI1,ZNF274
SPI1,ZNF287
SPI1,ZNF319
SPI1,ZNF35
SPI1,ZNF384
SPI1,ZNF408
SPI1,ZNF423
SPI1,ZNF501
SPI1,ZNF524
SPI1,ZNF555
SPI1,ZNF574
SPI1,ZNF592
SPI1,ZNF620
SPI1,ZNF622
SPI1,ZNF625
SPI1,ZNF653
SPI1,ZNF658
SPI1,ZNF691
SPI1,ZNF692
SPI1,ZNF732
SPI1,ZNF75A
SPI1,ZNF768
SPI1,ZNF804A
SPI1,ZNF846
SPI1,ZSCAN29
SREBF1,ABHD16A
SREBF1,ACP2
SREBF1,ACTR3C
SREBF1,ALKBH4
SREBF1,AP5S1
SREBF1,ARFRP1
SREBF1,ATF7
SREBF1,CA11
SREBF1,CDK5
SREBF1,DGAT1
SREBF1,DPCD
SREBF1,EED
SREBF1,ENKD1
SREBF1,FBXO15
SREBF1,FOS
SREBF1,GDF9
SREBF1,HDAC2
SREBF1,INO80B
SREBF1,IPO4
SREBF1,JUNB
SREBF1,MAP1LC3B2
SREBF1,MAX
SREBF1,MBLAC1
SREBF1,MEA1
SREBF1,NFXL1
SREBF1,NPAS4
SREBF1,OSCAR
SREBF1,PAFAH2
SREBF1,PHB
SREBF1,PKNOX1
SREBF1,POLR2E
SREBF1,PPFIA3
SREBF1,PPT2-EGFL8
SREBF1,RBBP5
SREBF1,RTEL1
SREBF1,SCAF1
SREBF1,SCNM1
SREBF1,SMARCD2
SREBF1,SMC1A
SREBF1,SPATC1L
SREBF1,STOML2
SREBF1,SYVN1
SREBF1,THYN1
SREBF1,TMEM102
SREBF1,TRIM7
SREBF1,TSR3
SREBF1,TTLL1
SREBF1,WDR74
SREBF1,WRAP53
SREBF1,ZMAT5
SREBF1,ZNF169
SREBF1,ZNF211
SREBF1,ZNF274
SREBF1,ZNF691
SREBF1,ZNF764
SREBF2,ABHD16A
SREBF2,AP3S2
SREBF2,CHD4
SREBF2,DPCD
SREBF2,E2F4
SREBF2,ELF1
SREBF2,IPO4
SREBF2,LINC00324
SREBF2,MRPL43
SREBF2,RTEL1
SREBF2,SGSM2
SREBF2,SHF
SREBF2,SPATC1L
SREBF2,TMEM256
SREBF2,TRIM41
SREBF2,TRIM7
SREBF2,WDR74
SREBF2,ZNF384
SREBF2,ZNF846
SRF,A2M
SRF,AAAS
SRF,ABHD16A
SRF,ABTB2
SRF,ACOT2
SRF,ACOT8
SRF,ACP2
SRF,ACSM3
SRF,ACTR3C
SRF,AK7
SRF,AKR7A2
SRF,ALDH16A1
SRF,ALDH6A1
SRF,ALKBH4
SRF,AMACR
SRF,AMZ1
SRF,ANAPC11
SRF,ANTXR1
SRF,AP5S1
SRF,APLP1
SRF,APOBEC3F
SRF,AQP3
SRF,ARF5
SRF,ARFRP1
SRF,ARHGEF17
SRF,ARL4A
SRF,ARNT
SRF,ASGR2
SRF,ATF2
SRF,ATF3
SRF,ATF7
SRF,ATP12A
SRF,B3GNT7
SRF,BACH1
SRF,BATF2
SRF,BCL7C
SRF,BCLAF1
SRF,BHLHE40
SRF,BIN1
SRF,BLOC1S1
SRF,BMI1
SRF,BOLA1
SRF,BRCA1
SRF,BRMS1
SRF,C11orf65
SRF,C12orf73
SRF,C19orf25
SRF,C1orf122
SRF,C20orf27
SRF,C20orf96
SRF,C22orf46
SRF,C2orf73
SRF,C3orf18
SRF,C6orf99
SRF,CACNB3
SRF,CAMKK1
SRF,CBX3
SRF,CCDC110
SRF,CCDC136
SRF,CCDC157
SRF,CCDC88A
SRF,CD5
SRF,CD72
SRF,CD83
SRF,CDIP1
SRF,CDK2AP2
SRF,CDK5
SRF,CENPF
SRF,CERKL
SRF,CHD4
SRF,CITED2
SRF,CLEC7A
SRF,CLK3
SRF,CLN3
SRF,CLPP
SRF,CLTCL1
SRF,CLUAP1
SRF,CNBD2
SRF,CNGA1
SRF,CNPY4
SRF,COMMD9
SRF,COPZ2
SRF,CORO6
SRF,CRB1
SRF,CREB1
SRF,CREB3L2
SRF,CREM
SRF,CTBP1
SRF,CTCF
SRF,CUEDC2
SRF,DDIT3
SRF,DGAT1
SRF,DGKI
SRF,DLG2
SRF,DNAJB2
SRF,DPCD
SRF,DPM2
SRF,DPM3
SRF,DYNC2H1
SRF,E2F4
SRF,E2F8
SRF,E4F1
SRF,EED
SRF,EFHB
SRF,EGR1
SRF,EGR2
SRF,EGR3
SRF,EIF2AK3
SRF,ELK1
SRF,ELOF1
SRF,ENKD1
SRF,EP300
SRF,EREG
SRF,ESRP2
SRF,ESRRA
SRF,ETS1
SRF,FAM161B
SRF,FAM184A
SRF,FAM214B
SRF,FAM3A
SRF,FBXO10
SRF,FBXO15
SRF,FBXW5
SRF,FCHO1
SRF,FKBPL
SRF,FLT3LG
SRF,FOS
SRF,FOSB
SRF,FOSL2
SRF,GATAD2B
SRF,GCHFR
SRF,GDF9
SRF,GEMIN7
SRF,GGACT
SRF,GGT7
SRF,GLB1L
SRF,GLI1
SRF,GS1-124K5.4
SRF,GTF2H4
SRF,HDAC6
SRF,HDGF
SRF,HENMT1
SRF,HINT2
SRF,HMGCL
SRF,HOMER3
SRF,HPCAL1
SRF,HSP90B1
SRF,HSPA12A
SRF,HSPA1A
SRF,IBA57
SRF,IFI27L2
SRF,IKZF2
SRF,IL10
SRF,IL18RAP
SRF,ING4
SRF,INO80B
SRF,IPO4
SRF,IRF3
SRF,IRF5
SRF,ITGA4
SRF,ITGB6
SRF,JAM2
SRF,JMJD6
SRF,JUNB
SRF,KCTD16
SRF,KCTD6
SRF,KDM5A
SRF,KDM7A
SRF,KIF6
SRF,KLHL17
SRF,KLHL26
SRF,KLRG1
SRF,LACTB2
SRF,LAGE3
SRF,LARP7
SRF,LENG9
SRF,LGR6
SRF,LINC00324
SRF,LINC00431
SRF,LINC00957
SRF,LIPT1
SRF,LMNA
SRF,LMNB1
SRF,LRRC43
SRF,LYRM9
SRF,MAK
SRF,MAP1LC3B
SRF,MAP1LC3B2
SRF,MAP3K10
SRF,MAX
SRF,MAZ
SRF,MBLAC1
SRF,MCOLN2
SRF,MEA1
SRF,MED22
SRF,MEF2A
SRF,MEF2C
SRF,METTL23
SRF,MIB2
SRF,MIR155HG
SRF,MIR24-2
SRF,MMP11
SRF,MNT
SRF,MRPL34
SRF,MRPL38
SRF,MRPS17
SRF,MRPS33
SRF,MST1
SRF,MTA2
SRF,MTFP1
SRF,MTX1
SRF,MXI1
SRF,MYB
SRF,MYC
SRF,MYO16
SRF,NAPSA
SRF,NAV2
SRF,NBN
SRF,NDOR1
SRF,NFKB1
SRF,NFKB2
SRF,NFXL1
SRF,NFYB
SRF,NIP7
SRF,NME6
SRF,NOL4
SRF,NPAS2
SRF,NPAS4
SRF,NPC2
SRF,NPHP1
SRF,NR2C1
SRF,NR2C2
SRF,NRF1
SRF,NRSN2
SRF,NRXN2
SRF,NXT1
SRF,OCEL1
SRF,OGFOD2
SRF,ORMDL2
SRF,OSCAR
SRF,PAFAH2
SRF,PARD6B
SRF,PCDH1
SRF,PDXP
SRF,PELP1
SRF,PER1
SRF,PEX19
SRF,PEX6
SRF,PGAP2
SRF,PGBD2
SRF,PHB
SRF,PIAS3
SRF,PIGQ
SRF,PIP5K1B
SRF,PKIB
SRF,PKNOX1
SRF,PLD1
SRF,PLK5
SRF,PLOD3
SRF,POC1A
SRF,POLR2E
SRF,POLR2J
SRF,POMZP3
SRF,POPDC3
SRF,PPAN
SRF,PPFIA3
SRF,PPFIA4
SRF,PPM1M
SRF,PPOX
SRF,PPT2-EGFL8
SRF,PRAM1
SRF,PRDM15
SRF,PREB
SRF,PRRT3
SRF,PTK2B
SRF,RABGAP1L
SRF,RAD21
SRF,RAD51
SRF,RAPGEF3
SRF,RBBP5
SRF,RBPJ
SRF,RCAN1
SRF,REL
SRF,RELA
SRF,RELB
SRF,RELL2
SRF,RFX5
SRF,RHOG
SRF,RNF31
SRF,RPS17
SRF,RPS26
SRF,RRNAD1
SRF,RTEL1
SRF,RTN2
SRF,RUFY4
SRF,RUNX3
SRF,RUSC1
SRF,RUVBL2
SRF,RXRA
SRF,SAMSN1
SRF,SCAF1
SRF,SCNM1
SRF,SDC1
SRF,SDC3
SRF,SEMA5A
SRF,SERTAD3
SRF,SFXN3
SRF,SGK1
SRF,SGSM2
SRF,SH2D2A
SRF,SH3GLB2
SRF,SHF
SRF,SIX5
SRF,SLC10A3
SRF,SLC16A3
SRF,SLC25A4
SRF,SLC25A45
SRF,SLC26A6
SRF,SLC35C1
SRF,SLC39A4
SRF,SLC48A1
SRF,SLC8A3
SRF,SLC8B1
SRF,SMAD5
SRF,SMARCD2
SRF,SOCS1
SRF,SP1
SRF,SPAG4
SRF,SPATC1L
SRF,SPSB1
SRF,SREBF1
SRF,SRF
SRF,STAG1
SRF,STAT1
SRF,STAT3
SRF,STOML1
SRF,STOML2
SRF,SUPT20H
SRF,SUPT7L
SRF,SWI5
SRF,SYNE2
SRF,TAGAP
SRF,TARDBP
SRF,TBP
SRF,TCEA2
SRF,TCF12
SRF,TCF3
SRF,TCF7
SRF,TCIRG1
SRF,TDRKH
SRF,TECPR2
SRF,TESK1
SRF,TGFB2
SRF,TGM2
SRF,THAP9
SRF,THBS1
SRF,THOC6
SRF,THTPA
SRF,THY1
SRF,THYN1
SRF,TINF2
SRF,TMEM102
SRF,TMEM179B
SRF,TMEM256
SRF,TMEM53
SRF,TMEM79
SRF,TOP2A
SRF,TRIM28
SRF,TRIM41
SRF,TRIM7
SRF,TRMT61A
SRF,TSEN34
SRF,TSPAN2
SRF,TSR3
SRF,TTC36
SRF,TTC4
SRF,TTLL1
SRF,TUFT1
SRF,TXNIP
SRF,TXNRD2
SRF,UBXN1
SRF,USF1
SRF,USP35
SRF,WDR24
SRF,WDR31
SRF,WDR6
SRF,WDR74
SRF,WRAP53
SRF,WRNIP1
SRF,WWOX
SRF,YBEY
SRF,YBX1
SRF,ZBBX
SRF,ZBTB40
SRF,ZBTB9
SRF,ZDHHC12
SRF,ZEB1
SRF,ZFAND2B
SRF,ZFP36
SRF,ZFP37
SRF,ZFYVE1
SRF,ZMAT5
SRF,ZMYND12
SRF,ZNF143
SRF,ZNF169
SRF,ZNF207
SRF,ZNF211
SRF,ZNF274
SRF,ZNF35
SRF,ZNF354A
SRF,ZNF384
SRF,ZNF408
SRF,ZNF501
SRF,ZNF524
SRF,ZNF571
SRF,ZNF574
SRF,ZNF622
SRF,ZNF687
SRF,ZNF691
SRF,ZNF70
SRF,ZNF75A
SRF,ZNF764
SRF,ZSCAN29
SRF,ZZZ3
STAG1,A2ML1
STAG1,AAAS
STAG1,ABCB5
STAG1,ABCB9
STAG1,ABCC11
STAG1,ABHD1
STAG1,ABHD16A
STAG1,ABTB2
STAG1,ACOT2
STAG1,ACOT8
STAG1,ACP2
STAG1,ACSS2
STAG1,ACTR3C
STAG1,ACVR1
STAG1,ADAM12
STAG1,ADAMTSL2
STAG1,ADAMTSL4
STAG1,ADAP2
STAG1,ADARB1
STAG1,ADPRHL1
STAG1,ADRA1B
STAG1,AGPAT2
STAG1,AJAP1
STAG1,ALDOC
STAG1,ALKBH4
STAG1,AMACR
STAG1,AMZ1
STAG1,ANAPC11
STAG1,ANGPT1
STAG1,ANKRD62
STAG1,ANTXR1
STAG1,ANXA2R
STAG1,AP5B1
STAG1,AP5S1
STAG1,APOBEC3F
STAG1,ARF5
STAG1,ARFRP1
STAG1,ARHGAP24
STAG1,ARHGAP33
STAG1,ARHGEF17
STAG1,ARHGEF40
STAG1,ARL4A
STAG1,ARNT
STAG1,ASH2L
STAG1,ATF3
STAG1,ATF7
STAG1,ATP2A1
STAG1,B3GALT6
STAG1,B3GNT5
STAG1,B3GNT7
STAG1,BACH1
STAG1,BACH2
STAG1,BATF2
STAG1,BBS5
STAG1,BCL11A
STAG1,BCL3
STAG1,BCL7C
STAG1,BHLHE40
STAG1,BMP1
STAG1,BOLA1
STAG1,BRCA1
STAG1,BRD4
STAG1,BRMS1
STAG1,BTBD8
STAG1,C11orf65
STAG1,C12orf73
STAG1,C17orf64
STAG1,C19orf25
STAG1,C1QTNF6
STAG1,C1R
STAG1,C20orf27
STAG1,C22orf46
STAG1,C2orf73
STAG1,C3orf18
STAG1,C3orf36
STAG1,C6orf136
STAG1,C6orf226
STAG1,C6orf99
STAG1,CA11
STAG1,CA14
STAG1,CABLES2
STAG1,CACNB3
STAG1,CAMKK1
STAG1,CARD9
STAG1,CASC18
STAG1,CCDC110
STAG1,CCDC157
STAG1,CCDC159
STAG1,CCDC3
STAG1,CCDC80
STAG1,CCDC88A
STAG1,CCR10
STAG1,CD160
STAG1,CD44
STAG1,CD63
STAG1,CD72
STAG1,CD83
STAG1,CDC42EP1
STAG1,CDH22
STAG1,CDIP1
STAG1,CDK2AP2
STAG1,CDK5
STAG1,CDKL2
STAG1,CDKL4
STAG1,CEBPB
STAG1,CEBPZ
STAG1,CELF5
STAG1,CENPE
STAG1,CENPF
STAG1,CERCAM
STAG1,CERKL
STAG1,CHAC1
STAG1,CHD1
STAG1,CHD7
STAG1,CHRNA6
STAG1,CHST14
STAG1,CITED2
STAG1,CKB
STAG1,CLCF1
STAG1,CLN3
STAG1,CLPP
STAG1,CLUAP1
STAG1,CNGA1
STAG1,CNPY4
STAG1,CNTNAP4
STAG1,COL13A1
STAG1,COL1A2
STAG1,COL27A1
STAG1,COLCA2
STAG1,COPZ2
STAG1,CORO2A
STAG1,CORO6
STAG1,CRAT
STAG1,CRB1
STAG1,CRB2
STAG1,CREB1
STAG1,CREB3L2
STAG1,CREB5
STAG1,CREM
STAG1,CRIP3
STAG1,CSMD3
STAG1,CTBP1
STAG1,CTCF
STAG1,CUEDC2
STAG1,CUX1
STAG1,CYP1B1
STAG1,CYS1
STAG1,DAAM2
STAG1,DBNDD1
STAG1,DCC
STAG1,DDIT3
STAG1,DENND6B
STAG1,DGAT1
STAG1,DGKQ
STAG1,DIAPH3
STAG1,DKK2
STAG1,DLG2
STAG1,DLL3
STAG1,DMTN
STAG1,DNAJB2
STAG1,DNER
STAG1,DNMT3B
STAG1,DPCD
STAG1,DPM2
STAG1,DRAM1
STAG1,DSCR9
STAG1,DUSP23
STAG1,DYNC2H1
STAG1,E2F4
STAG1,E4F1
STAG1,EBF1
STAG1,EED
STAG1,EFHB
STAG1,EFHD1
STAG1,EFNB2
STAG1,EGR1
STAG1,EGR2
STAG1,EGR3
STAG1,EHMT2
STAG1,EIF2AK3
STAG1,ELAVL3
STAG1,ELF1
STAG1,ELF5
STAG1,ELFN2
STAG1,ELN
STAG1,ELOF1
STAG1,ENKD1
STAG1,ENOX1
STAG1,EOMES
STAG1,EP300
STAG1,EPB41L4B
STAG1,EPHA1
STAG1,EPHA6
STAG1,EPHB6
STAG1,ESPN
STAG1,ESRRA
STAG1,ETS1
STAG1,ETV6
STAG1,EZH2
STAG1,FAM151B
STAG1,FAM161B
STAG1,FAM184A
STAG1,FAM214B
STAG1,FAM43A
STAG1,FBXO10
STAG1,FBXO15
STAG1,FBXO36
STAG1,FBXW5
STAG1,FCHO1
STAG1,FCRL5
STAG1,FGFR4
STAG1,FHOD3
STAG1,FIBCD1
STAG1,FIBP
STAG1,FKBP10
STAG1,FKBP11
STAG1,FKBPL
STAG1,FLRT3
STAG1,FLT3LG
STAG1,FOS
STAG1,FOSL2
STAG1,FOXM1
STAG1,FOXRED2
STAG1,FXYD3
STAG1,FZD5
STAG1,GAA
STAG1,GAB3
STAG1,GABARAPL1
STAG1,GABRB1
STAG1,GALK1
STAG1,GAMT
STAG1,GAS8
STAG1,GATA3
STAG1,GATAD2B
STAG1,GDF9
STAG1,GEMIN7
STAG1,GGT7
STAG1,GJC1
STAG1,GLB1L
STAG1,GLCCI1
STAG1,GLI1
STAG1,GPR141
STAG1,GPRASP2
STAG1,GRAP
STAG1,GRIN2A
STAG1,GS1-124K5.4
STAG1,GSDMD
STAG1,GSTT1
STAG1,GTF2H4
STAG1,HAPLN1
STAG1,HAS2
STAG1,HCFC1
STAG1,HCG20
STAG1,HCN3
STAG1,HDAC6
STAG1,HDAC7
STAG1,HECW2
STAG1,HENMT1
STAG1,HINT2
STAG1,HMGCL
STAG1,HOMER3
STAG1,HPCAL1
STAG1,HPX
STAG1,HSP90B1
STAG1,HTRA2
STAG1,HUNK
STAG1,IFFO1
STAG1,IFNG
STAG1,IGFBP3
STAG1,IGFBP5
STAG1,IGFL4
STAG1,IKZF1
STAG1,IKZF2
STAG1,IL10
STAG1,IL12B
STAG1,IL4
STAG1,ILK
STAG1,IMMP2L
STAG1,ING4
STAG1,INO80B
STAG1,IPO4
STAG1,IQCA1
STAG1,IRF4
STAG1,IRS1
STAG1,ITGA2
STAG1,ITGA4
STAG1,ITGB4
STAG1,JAM2
STAG1,JTB
STAG1,JUND
STAG1,KCNH4
STAG1,KCNK12
STAG1,KCNK5
STAG1,KCNN2
STAG1,KCTD15
STAG1,KCTD16
STAG1,KCTD6
STAG1,KDM5A
STAG1,KDM7A
STAG1,KEL
STAG1,KHDC1
STAG1,KIF6
STAG1,KLC3
STAG1,KLF5
STAG1,KLHDC9
STAG1,KLHL17
STAG1,KLHL26
STAG1,KLRG1
STAG1,LACTB2
STAG1,LAMC3
STAG1,LARP7
STAG1,LBH
STAG1,LDHC
STAG1,LENG9
STAG1,LETM2
STAG1,LFNG
STAG1,LGALSL
STAG1,LGR6
STAG1,LINC00324
STAG1,LINC00423
STAG1,LINC00431
STAG1,LINC00954
STAG1,LINC00957
STAG1,LINC01091
STAG1,LINC01140
STAG1,LINC01141
STAG1,LIPT1
STAG1,LMO1
STAG1,LOXHD1
STAG1,LRFN2
STAG1,LRGUK
STAG1,LRP4
STAG1,LRRC4C
STAG1,LRRC71
STAG1,LRRC9
STAG1,LRRK2
STAG1,LTB4R2
STAG1,LY6G5C
STAG1,LYRM9
STAG1,MAGIX
STAG1,MAK
STAG1,MAMDC4
STAG1,MAP1LC3B
STAG1,MAP1LC3B2
STAG1,MAP3K10
STAG1,MAPK12
STAG1,MAPT
STAG1,MATN4
STAG1,MAX
STAG1,MAZ
STAG1,MCF2L
