Gene1,Gene2
PLAG1,LACTB2
PLAG1,LARP1
PLAG1,LDB1
PLAG1,LMNB1
PLAG1,LRBA
PLAG1,LRPPRC
PLAG1,LRRC37B
PLAG1,LYSMD4
PLAG1,MAFF
PLAG1,MAFG
PLAG1,MAN2C1
PLAG1,MAPK1
PLAG1,MAX
PLAG1,MCM2
PLAG1,MCM7
PLAG1,MDN1
PLAG1,MED13L
PLAG1,MFSD5
PLAG1,MIF4GD
PLAG1,MKLN1
PLAG1,MLYCD
PLAG1,MPG
PLAG1,MPND
PLAG1,MSH5
PLAG1,MTDH
PLAG1,MTMR10
PLAG1,NCOA4
PLAG1,NCOA6
PLAG1,NFIC
PLAG1,NME1-NME2
PLAG1,NR2C2
PLAG1,NRF1
PLAG1,NSMCE2
PLAG1,NUP98
PLAG1,NXT2
PLAG1,OAZ2
PLAG1,OSR2
PLAG1,PCM1
PLAG1,PDP1
PLAG1,PHF20
PLAG1,PI4KA
PLAG1,PIGP
PLAG1,PINK1
PLAG1,PKNOX1
PLAG1,PLEKHA6
PLAG1,PNISR
PLAG1,POLR3H
PLAG1,PPFIA4
PLAG1,PPP1R3B
PLAG1,PRRC2C
PLAG1,RBBP5
PLAG1,RCL1
PLAG1,RELN
PLAG1,REPIN1
PLAG1,REST
PLAG1,RHEBL1
PLAG1,RNF14
PLAG1,RNF2
PLAG1,RRAGB
PLAG1,RREB1
PLAG1,RUNDC3A
PLAG1,SAP30
PLAG1,SCN5A
PLAG1,SCO2
PLAG1,SCPEP1
PLAG1,SEC61A2
PLAG1,SENP8
PLAG1,SETD9
PLAG1,SETDB1
PLAG1,SFMBT2
PLAG1,SIRT1
PLAG1,SLC25A38
PLAG1,SLC27A6
PLAG1,SLC35C1
PLAG1,SMC3
PLAG1,SMDT1
PLAG1,SNX17
PLAG1,SOX6
PLAG1,SPNS2
PLAG1,SRF
PLAG1,SRSF3
PLAG1,SSBP1
PLAG1,STAG3
PLAG1,SUZ12
PLAG1,TAF6
PLAG1,TAL1
PLAG1,TBC1D5
PLAG1,TBXAS1
PLAG1,TCEAL1
PLAG1,TCF15
PLAG1,TFAM
PLAG1,TFRC
PLAG1,THAP5
PLAG1,TIGD2
PLAG1,TMEM108
PLAG1,TMEM131
PLAG1,TMEM150A
PLAG1,TMEM243
PLAG1,TMEM25
PLAG1,TPRG1L
PLAG1,TRIQK
PLAG1,TRMT61A
PLAG1,TSC22D4
PLAG1,TSNARE1
PLAG1,TTC12
PLAG1,U2AF1
PLAG1,U2SURP
PLAG1,ULK3
PLAG1,USF2
PLAG1,USP15
PLAG1,USP27X-AS1
PLAG1,VEGFB
PLAG1,VEZF1
PLAG1,VGF
PLAG1,WIZ
PLAG1,YBX1
PLAG1,YPEL1
PLAG1,ZBTB2
PLAG1,ZBTB26
PLAG1,ZBTB7A
PLAG1,ZFP1
PLAG1,ZFYVE19
PLAG1,ZHX1
PLAG1,ZNF239
PLAG1,ZNF253
PLAG1,ZNF263
PLAG1,ZNF280A
PLAG1,ZNF311
PLAG1,ZNF318
PLAG1,ZNF398
PLAG1,ZNF445
PLAG1,ZNF507
PLAG1,ZNF512
PLAG1,ZNF593
PLAG1,ZNF639
PLAG1,ZNF644
PLAG1,ZNF655
PLAG1,ZNF668
PLAG1,ZNF692
PLAG1,ZNF76
PLAG1,ZNF785
PLAG1,ZNF799
PLAG1,ZNF84
PML,ABHD16A
PML,ACTR1A
PML,ADNP
PML,ADTRP
PML,AGA
PML,AIG1
PML,AKAP9
PML,ALDH1A2
PML,ANKRD17
PML,ANKRD31
PML,AP4B1
PML,ARHGAP19
PML,ARID4B
PML,ASCC3
PML,ASL
PML,ATF2
PML,ATF4
PML,BACH1
PML,BBS12
PML,BCLAF1
PML,BCOR
PML,BDP1
PML,BECN1
PML,BIRC6
PML,BPHL
PML,BPTF
PML,BRAF
PML,BRCA1
PML,BRF2
PML,C12orf57
PML,C12orf60
PML,C16orf46
PML,C19orf47
PML,C2orf68
PML,C4orf33
PML,C5orf34
PML,C8orf44
PML,CACTIN
PML,CAMTA2
PML,CANX
PML,CBX3
PML,CCDC116
PML,CCDC169
PML,CCDC26
PML,CCNG2
PML,CD2AP
PML,CDC5L
PML,CDC73
PML,CDKAL1
PML,CDKN3
PML,CENPBD1
PML,CEP192
PML,CEP350
PML,CHAF1B
PML,CHAMP1
PML,CHCHD3
PML,CHD1
PML,CHD2
PML,CHD9
PML,CLASP2
PML,CNOT4
PML,CNPY3
PML,COMMD5
PML,CREB1
PML,CRELD1
PML,CREM
PML,CSDE1
PML,CSTF2
PML,CTH
PML,CTNNB1
PML,CUL1
PML,CYB561A3
PML,CYB5RL
PML,DDIT3
PML,DDX19B
PML,DDX20
PML,DDX21
PML,DDX39B
PML,DDX46
PML,DHPS
PML,DHX9
PML,DIAPH3
PML,DIDO1
PML,DLG1
PML,DLG2
PML,DNAH14
PML,DSCR4
PML,DSN1
PML,E2F3
PML,E2F6
PML,E2F7
PML,E2F8
PML,E4F1
PML,EEF2
PML,EIF3A
PML,EIF5B
PML,ELF1
PML,ELF2
PML,EMC10
PML,ENDOV
PML,ENO1
PML,ETS2
PML,ETV1
PML,EXOC4
PML,FAHD2B
PML,FAM131A
PML,FAM219B
PML,FASTK
PML,FBXO15
PML,FIP1L1
PML,FLYWCH2
PML,FNDC3B
PML,FOXJ3
PML,FUS
PML,GABPB1
PML,GABPB2
PML,GANAB
PML,GLB1L
PML,GLYCTK
PML,GNB2
PML,GORASP1
PML,GPHN
PML,GPR180
PML,GSTM4
PML,GTF2A2
PML,GTF2H2
PML,GTF2IRD2B
PML,HCFC1
PML,HDAC1
PML,HDAC2
PML,HDAC8
PML,HEPH
PML,HIF1A
PML,HILPDA
PML,HINFP
PML,HLTF
PML,HMG20A
PML,HNRNPA2B1
PML,HNRNPC
PML,HNRNPD
PML,HNRNPH1
PML,HNRNPK
PML,HNRNPL
PML,HNRNPU
PML,HNRNPUL1
PML,HS1BP3
PML,HSP90AA1
PML,HSP90AB1
PML,IFI16
PML,ILK
PML,IMMP2L
PML,IRF1
PML,JMJD1C
PML,JUN
PML,KDELR3
PML,KDM1A
PML,KPNB1
PML,KPTN
PML,LBH
PML,LINC00534
PML,LINC01029
PML,LMNA
PML,LMNB1
PML,LPIN3
PML,LRBA
PML,LRPPRC
PML,LRRC37B
PML,LUC7L3
PML,MAD2L1BP
PML,MAGEA6
PML,MAN1A1
PML,MAN2C1
PML,MAPK1
PML,MAPK14
PML,MATR3
PML,MBD1
PML,MCM7
PML,MDN1
PML,MECOM
PML,MED10
PML,MED18
PML,MED7
PML,MEF2A
PML,METTL14
PML,METTL3
PML,MIER1
PML,MON1B
PML,MOSPD3
PML,MR1
PML,MSH5
PML,MTF1
PML,MTF2
PML,MXD1
PML,NANP
PML,NANS
PML,NASP
PML,NBN
PML,NCAM2
PML,NCAPH2
PML,NCOA4
PML,NDUFA3
PML,NDUFA9
PML,NDUFS3
PML,NELFA
PML,NFE2
PML,NFRKB
PML,NFXL1
PML,NKRF
PML,NKTR
PML,NME1-NME2
PML,NONO
PML,NOP56
PML,NSMCE2
PML,NUFIP1
PML,NUP205
PML,NUP214
PML,NUP98
PML,NXT2
PML,OSBPL8
PML,OSR2
PML,OTX1
PML,OXLD1
PML,OXSM
PML,PABPC1
PML,PAGR1
PML,PARP3
PML,PBDC1
PML,PDE12
PML,PEF1
PML,PGBD2
PML,PHB
PML,PHF7
PML,PHTF2
PML,PIGO
PML,PIGP
PML,PNISR
PML,POLA1
PML,PPCS
PML,PPP1R12A
PML,PRAME
PML,PRELID2
PML,PRKDC
PML,PRMT5
PML,PRPF40A
PML,PSMA1
PML,PSMD9
PML,PSME4
PML,PTBP3
PML,PTPMT1
PML,PTTG1
PML,PYGO2
PML,RABGGTA
PML,RAD21
PML,RB1
PML,RBBP5
PML,RBFOX2
PML,RBM15
PML,RBM34
PML,RBM39
PML,REPIN1
PML,RERE
PML,RFX5
PML,RFXANK
PML,RHD
PML,RIF1
PML,RNF14
PML,RPL11
PML,RPS27L
PML,RREB1
PML,RSRC1
PML,RUVBL2
PML,RWDD2B
PML,S100Z
PML,SAFB
PML,SAFB2
PML,SCFD2
PML,SCLT1
PML,SCO2
PML,SDSL
PML,SENP8
PML,SETD9
PML,SETDB1
PML,SETX
PML,SGSM3
PML,SH3BGR
PML,SIRT1
PML,SLC25A14
PML,SLC25A45
PML,SLC29A2
PML,SLC2A12
PML,SLC30A9
PML,SLC35A1
PML,SLFN14
PML,SMAD4
PML,SMAD5
PML,SMARCA5
PML,SMARCC1
PML,SMARCE1
PML,SMC4
PML,SMDT1
PML,SMIM4
PML,SND1
PML,SNF8
PML,SNORD3D
PML,SPIN3
PML,SPRY2
PML,SRSF3
PML,SRSF4
PML,SRSF7
PML,SSBP1
PML,SSX1
PML,STAT1
PML,STAT2
PML,STX16-NPEPL1
PML,SUPT20H
PML,SUPT5H
PML,TAF1D
PML,TAF6
PML,TAF7
PML,TAF9B
PML,TAL1
PML,TARBP2
PML,TARDBP
PML,TAZ
PML,TBCC
PML,TBP
PML,TBX18
PML,TCERG1
PML,TCIRG1
PML,TERC
PML,TFAM
PML,TFCP2
PML,THAP1
PML,THAP5
PML,THOC2
PML,TIA1
PML,TIGD2
PML,TMED4
PML,TMEM177
PML,TMEM258
PML,TMEM259
PML,TNIK
PML,TOMM40L
PML,TOX4
PML,TP53
PML,TP53RK
PML,TP53TG1
PML,TRAF4
PML,TRIM25
PML,TRIM68
PML,TRMT12
PML,TSC22D4
PML,TSHZ1
PML,TTC5
PML,TVP23C
PML,U2AF1
PML,U2SURP
PML,UBASH3A
PML,UBE2V1
PML,UBOX5
PML,UBR5
PML,UHRF2
PML,USP15
PML,USP21
PML,VAMP1
PML,VWA5A
PML,VWDE
PML,WDR55
PML,XRCC5
PML,YBX1
PML,ZBTB17
PML,ZBTB40
PML,ZBTB6
PML,ZC3H8
PML,ZCCHC7
PML,ZDHHC14
PML,ZEB2
PML,ZHX1
PML,ZKSCAN1
PML,ZKSCAN3
PML,ZKSCAN8
PML,ZNF101
PML,ZNF133
PML,ZNF148
PML,ZNF17
PML,ZNF174
PML,ZNF184
PML,ZNF197
PML,ZNF215
PML,ZNF227
PML,ZNF230
PML,ZNF239
PML,ZNF253
PML,ZNF280B
PML,ZNF281
PML,ZNF3
PML,ZNF311
PML,ZNF347
PML,ZNF354B
PML,ZNF398
PML,ZNF410
PML,ZNF445
PML,ZNF497
PML,ZNF501
PML,ZNF507
PML,ZNF512
PML,ZNF561
PML,ZNF584
PML,ZNF585A
PML,ZNF585B
PML,ZNF586
PML,ZNF589
PML,ZNF593
PML,ZNF596
PML,ZNF616
PML,ZNF619
PML,ZNF626
PML,ZNF638
PML,ZNF644
PML,ZNF649
PML,ZNF655
PML,ZNF691
PML,ZNF695
PML,ZNF7
PML,ZNF707
PML,ZNF717
PML,ZNF75A
PML,ZNF76
PML,ZNF764
PML,ZNF780A
PML,ZNF79
PML,ZNF799
PML,ZNF83
PML,ZNF830
PML,ZNF862
PML,ZZZ3
POU5F1,BNIP1
POU5F1,CDKAL1
POU5F1,DDX28
POU5F1,DIDO1
POU5F1,NBAS
POU5F1,SETDB1
POU5F1,UBOX5
POU5F1,ZBTB17
PRAME,ABHD16A
PRAME,ACOT8
PRAME,ACTL6B
PRAME,ANO8
PRAME,AP4B1
PRAME,ARHGAP19
PRAME,ATF2
PRAME,ATF3
PRAME,ATF6
PRAME,BBS12
PRAME,BCLAF1
PRAME,BCORL1
PRAME,BDP1
PRAME,BECN1
PRAME,BNIP1
PRAME,BOLA3
PRAME,BRCA1
PRAME,BRF2
PRAME,C16orf91
PRAME,C19orf47
PRAME,C5orf34
PRAME,CANX
PRAME,CBX1
PRAME,CCDC113
PRAME,CCDC116
PRAME,CCNT2
PRAME,CCZ1B
PRAME,CDC5L
PRAME,CDC73
PRAME,CDKAL1
PRAME,CDKN3
PRAME,CENPF
PRAME,CEP192
PRAME,CHCHD3
PRAME,CHPF
PRAME,CNEP1R1
PRAME,CNPY4
PRAME,COIL
PRAME,COMMD5
PRAME,COPS2
PRAME,CPSF3
PRAME,CREB3L4
PRAME,CSDE1
PRAME,CTH
PRAME,CTNNB1
PRAME,CYB5RL
PRAME,CYP2R1
PRAME,CYP51A1
PRAME,DDIT3
PRAME,DDX46
PRAME,DDX49
PRAME,DEAF1
PRAME,DHPS
PRAME,DIDO1
PRAME,DLG2
PRAME,DNMT1
PRAME,DYRK1A
PRAME,E2F6
PRAME,EGR1
PRAME,ENDOV
PRAME,EPOR
PRAME,ERBB2
PRAME,EXOC4
PRAME,FAHD2B
PRAME,FHIT
PRAME,FLYWCH2
PRAME,FOSL1
PRAME,FSD1
PRAME,GALT
PRAME,GATAD2B
PRAME,GLTP
PRAME,GOLT1B
PRAME,GS1-124K5.11
PRAME,GTF2A2
PRAME,GTF2H2
PRAME,HABP4
PRAME,HBP1
PRAME,HILPDA
PRAME,HINFP
PRAME,HLTF
PRAME,HMBOX1
PRAME,HNRNPC
PRAME,HNRNPH2
PRAME,HNRNPL
PRAME,HNRNPLL
PRAME,HSF2
PRAME,HSP90AB1
PRAME,HSP90B1
PRAME,HSPBP1
PRAME,HTRA2
PRAME,IL11RA
PRAME,INTS5
PRAME,IQCD
PRAME,IRAK1BP1
PRAME,JMJD1C
PRAME,JUND
PRAME,KPNB1
PRAME,LINC00942
PRAME,LRRC46
PRAME,MAF1
PRAME,MAGEA6
PRAME,MAN2C1
PRAME,MAP2K2
PRAME,MAPK14
PRAME,MBD2
PRAME,MCM3
PRAME,MDN1
PRAME,MEN1
PRAME,MIF4GD
PRAME,MORN4
PRAME,MTF1
PRAME,MTF2
PRAME,NAP1L1
PRAME,NCAM2
PRAME,NCAPH2
PRAME,NCOA4
PRAME,NDUFA3
PRAME,NFS1
PRAME,NKRF
PRAME,NME1-NME2
PRAME,NR1H2
PRAME,NR2F2
PRAME,NSMCE2
PRAME,NUP214
PRAME,NUP98
PRAME,NXT2
PRAME,OXLD1
PRAME,PCSK4
PRAME,PDE12
PRAME,PHB
PRAME,PHTF2
PRAME,PI4KA
PRAME,PICK1
PRAME,PIH1D2
PRAME,PKNOX1
PRAME,PLCL1
PRAME,PLTP
PRAME,PPT2-EGFL8
PRAME,PRPF40A
PRAME,PSMA1
PRAME,PSMD9
PRAME,PURB
PRAME,RAD51B
PRAME,RBM14
PRAME,RBM15
PRAME,RBM25
PRAME,RBM34
PRAME,RBM39
PRAME,RFXANK
PRAME,RNF14
PRAME,RNF43
PRAME,RSRC1
PRAME,SETDB1
PRAME,SH2B1
PRAME,SH3BGR
PRAME,SIN3B
PRAME,SLC25A14
PRAME,SLC46A3
PRAME,SMDT1
PRAME,SMIM4
PRAME,SNIP1
PRAME,SNX10
PRAME,SNX17
PRAME,SOX6
PRAME,SRSF3
PRAME,SRSF7
PRAME,SSBP1
PRAME,SUPT5H
PRAME,TAF1D
PRAME,TARBP2
PRAME,TBP
PRAME,TBPL1
PRAME,TFAM
PRAME,TFCP2
PRAME,THAP1
PRAME,THAP5
PRAME,THRAP3
PRAME,TMED4
PRAME,TMEM205
PRAME,TMEM208
PRAME,TOMM40L
PRAME,TOX4
PRAME,TPR
PRAME,TRIP13
PRAME,TSPAN31
PRAME,TTC5
PRAME,TUSC2
PRAME,UBE2V1
PRAME,UBOX5
PRAME,UCK1
PRAME,UHRF2
PRAME,USF1
PRAME,VAMP1
PRAME,VPS33B
PRAME,VWA5A
PRAME,VWDE
PRAME,WDR55
PRAME,XRCC5
PRAME,YBX1
PRAME,ZBTB17
PRAME,ZBTB5
PRAME,ZBTB6
PRAME,ZFP1
PRAME,ZKSCAN1
PRAME,ZKSCAN8
PRAME,ZNF101
PRAME,ZNF143
PRAME,ZNF17
PRAME,ZNF174
PRAME,ZNF184
PRAME,ZNF225
PRAME,ZNF239
PRAME,ZNF250
PRAME,ZNF253
PRAME,ZNF263
PRAME,ZNF280A
PRAME,ZNF280B
PRAME,ZNF3
PRAME,ZNF318
PRAME,ZNF384
PRAME,ZNF45
PRAME,ZNF512
PRAME,ZNF584
PRAME,ZNF593
PRAME,ZNF616
PRAME,ZNF691
PRAME,ZNF695
PRAME,ZNF7
PRAME,ZNF707
PRAME,ZNF740
PRAME,ZNF766
PRAME,ZNF77
PRAME,ZNF780A
PRAME,ZNF799
PRAME,ZNF830
PRAME,ZSCAN2
PRAME,ZSCAN32
PRDM10,ABHD16A
PRDM10,ADK
PRDM10,AFF1
PRDM10,AIG1
PRDM10,ANKRD12
PRDM10,ANKRD17
PRDM10,ANO8
PRDM10,AP4B1
PRDM10,ARAP1
PRDM10,ARHGAP19
PRDM10,ATF2
PRDM10,ATF6
PRDM10,ATRX
PRDM10,BCL6
PRDM10,BCOR
PRDM10,BRAF
PRDM10,BRCA1
PRDM10,BTN2A2
PRDM10,C16orf46
PRDM10,C4orf3
PRDM10,C8orf44
PRDM10,CALM3
PRDM10,CBX3
PRDM10,CBX5
PRDM10,CCDC116
PRDM10,CCND2
PRDM10,CDADC1
PRDM10,CDCA7L
PRDM10,CDKN3
PRDM10,CENPF
PRDM10,CEP192
PRDM10,CHCHD3
PRDM10,CHD9
PRDM10,CNPY3
PRDM10,CRELD1
PRDM10,CREM
PRDM10,CTH
PRDM10,DCTN6
PRDM10,DDX21
PRDM10,DIAPH1
PRDM10,DLG1
PRDM10,DMAP1
PRDM10,DNMT1
PRDM10,DUSP13
PRDM10,E2F6
PRDM10,E4F1
PRDM10,ECH1
PRDM10,ELF1
PRDM10,ELK1
PRDM10,ENDOV
PRDM10,EPOR
PRDM10,ETFDH
PRDM10,EXOC4
PRDM10,FAIM2
PRDM10,FOS
PRDM10,FOSL1
PRDM10,FUS
PRDM10,GALT
PRDM10,GOLIM4
PRDM10,HDAC2
PRDM10,HEY1
PRDM10,HHIPL1
PRDM10,HINFP
PRDM10,HLTF
PRDM10,HMBOX1
PRDM10,HMG20A
PRDM10,HNRNPD
PRDM10,HNRNPH1
PRDM10,HNRNPLL
PRDM10,HOMEZ
PRDM10,HSF2
PRDM10,HSPA8
PRDM10,IGFL4
PRDM10,IL11RA
PRDM10,IQCD
PRDM10,IRGQ
PRDM10,JMJD1C
PRDM10,KAZN
PRDM10,KCTD2
PRDM10,KDM1A
PRDM10,KLF6
PRDM10,LIN37
PRDM10,LINC00942
PRDM10,LRPPRC
PRDM10,MAN2C1
PRDM10,MAX
PRDM10,MBNL1
PRDM10,MECOM
PRDM10,MEN1
PRDM10,MNT
PRDM10,MORN4
PRDM10,MTF1
PRDM10,MYL6
PRDM10,NDUFA9
PRDM10,NFXL1
PRDM10,NME1-NME2
PRDM10,NONO
PRDM10,NR1H2
PRDM10,NR3C1
PRDM10,NUFIP1
PRDM10,OXSM
PRDM10,PAGR1
PRDM10,PCSK4
PRDM10,PDP1
PRDM10,PGBD2
PRDM10,PHB
PRDM10,PICALM
PRDM10,PLTP
PRDM10,PNISR
PRDM10,PODNL1
PRDM10,PPP1R12A
PRDM10,PPT2-EGFL8
PRDM10,PRDM10
PRDM10,PRPF40A
PRDM10,PRRC2C
PRDM10,PSMA1
PRDM10,PYGO2
PRDM10,RFX5
PRDM10,RFXANK
PRDM10,RNF31
PRDM10,RNF43
PRDM10,RSRC1
PRDM10,RTKN2
PRDM10,RTN4RL2
PRDM10,S100Z
PRDM10,SDSL
PRDM10,SENP8
PRDM10,SETDB1
PRDM10,SIGMAR1
PRDM10,SIRT1
PRDM10,SIRT6
PRDM10,SLC25A45
PRDM10,SMYD3
PRDM10,SP1
PRDM10,SPATA6L
PRDM10,SREK1
PRDM10,SRSF1
PRDM10,SSBP1
PRDM10,STX16-NPEPL1
PRDM10,TAF6
PRDM10,TARBP2
PRDM10,TBP
PRDM10,TCERG1
PRDM10,TCF12
PRDM10,TFAM
PRDM10,THAP1
PRDM10,THAP5
PRDM10,TMEM115
PRDM10,TMEM191C
PRDM10,TMEM208
PRDM10,TNIK
PRDM10,TOMM40L
PRDM10,TPR
PRDM10,TRIM24
PRDM10,TRIM28
PRDM10,TRIQK
PRDM10,TSPAN31
PRDM10,UBOX5
PRDM10,USF1
PRDM10,USP15
PRDM10,VEZF1
PRDM10,WDR55
PRDM10,YIPF3
PRDM10,ZBTB22
PRDM10,ZCCHC7
PRDM10,ZFAND3
PRDM10,ZFHX2
PRDM10,ZKSCAN3
PRDM10,ZMYM3
PRDM10,ZMYND8
PRDM10,ZNF165
PRDM10,ZNF174
PRDM10,ZNF184
PRDM10,ZNF208
PRDM10,ZNF227
PRDM10,ZNF230
PRDM10,ZNF235
PRDM10,ZNF239
PRDM10,ZNF253
PRDM10,ZNF318
PRDM10,ZNF384
PRDM10,ZNF497
PRDM10,ZNF501
PRDM10,ZNF561
PRDM10,ZNF565
PRDM10,ZNF585A
PRDM10,ZNF639
PRDM10,ZNF644
PRDM10,ZNF691
PRDM10,ZNF862
PRDM10,ZSCAN20
PRDM10,ZSCAN32
PRDM10,ZZZ3
PRMT5,ACTL6B
PRMT5,INTS12
PRMT5,NUP214
PRMT5,PRAME
PRMT5,SRRM3
PRPF4,ADAMTS3
PRPF4,ADK
PRPF4,AFF1
PRPF4,AGK
PRPF4,AKAP9
PRPF4,ALDH1A2
PRPF4,ANK1
PRPF4,ANKRD12
PRPF4,ANP32B
PRPF4,ASCC3
PRPF4,ASH1L
PRPF4,ASL
PRPF4,ATF3
PRPF4,ATF4
PRPF4,BCL7B
PRPF4,BCLAF1
PRPF4,BCORL1
PRPF4,BDP1
PRPF4,BIRC6
PRPF4,BOLA3
PRPF4,BPHL
PRPF4,BPTF
PRPF4,BRD2
PRPF4,C11orf68
PRPF4,C12orf57
PRPF4,C1orf53
PRPF4,C2CD2L
PRPF4,CAMTA2
PRPF4,CANX
PRPF4,CBX1
PRPF4,CBX3
PRPF4,CCZ1B
PRPF4,CDC73
PRPF4,CDK4
PRPF4,CEBPB
PRPF4,CENPE
PRPF4,CEP192
PRPF4,CEP350
PRPF4,CLTC
PRPF4,CREM
PRPF4,CTCFL
PRPF4,CTH
PRPF4,CTNNB1
PRPF4,CYB561A3
PRPF4,CYP2R1
PRPF4,DDX20
PRPF4,DDX21
PRPF4,DDX46
PRPF4,DHRS13
PRPF4,DHX9
PRPF4,DIDO1
PRPF4,DNAH14
PRPF4,DNMT1
PRPF4,DYRK1A
PRPF4,E2F3
PRPF4,E2F8
PRPF4,EEF2
PRPF4,EGR1
PRPF4,EIF3A
PRPF4,ENO1
PRPF4,EPB41
PRPF4,ETS2
PRPF4,EZH2
PRPF4,FAF1
PRPF4,FBXO24
PRPF4,FOSL1
PRPF4,FUS
PRPF4,GADD45B
PRPF4,GOLGA4
PRPF4,GTF2A2
PRPF4,GTF2B
PRPF4,GTF2H2
PRPF4,HCFC1
PRPF4,HNRNPA2B1
PRPF4,HNRNPD
PRPF4,HNRNPH1
PRPF4,HNRNPK
PRPF4,HNRNPL
PRPF4,HNRNPU
PRPF4,HNRNPUL1
PRPF4,HOMER3
PRPF4,HSP90AA1
PRPF4,HSP90AB1
PRPF4,HSPA8
PRPF4,HTRA2
PRPF4,ILF3
PRPF4,ILK
PRPF4,JAGN1
PRPF4,JMJD1C
PRPF4,JUNB
PRPF4,KAT8
PRPF4,KDM1A
PRPF4,KDM5B
PRPF4,KPNB1
PRPF4,LACTB2
PRPF4,LRPPRC
PRPF4,LUC7L3
PRPF4,MAN2C1
PRPF4,MAP2K2
PRPF4,MATR3
PRPF4,MCM2
PRPF4,MCM7
PRPF4,MDN1
PRPF4,MGA
PRPF4,MIF4GD
PRPF4,MKLN1
PRPF4,MTF2
PRPF4,MXD1
PRPF4,MYC
PRPF4,NANS
PRPF4,NAP1L1
PRPF4,NASP
PRPF4,NCL
PRPF4,NCOR1
PRPF4,NEAT1
PRPF4,NFE2L1
PRPF4,NOP56
PRPF4,NR1D2
PRPF4,NRF1
PRPF4,NRIP3
PRPF4,NUP153
PRPF4,NUP214
PRPF4,NUP98
PRPF4,ORC2
PRPF4,OSR2
PRPF4,PABPC1
PRPF4,PCBD2
PRPF4,PCBP2
PRPF4,PGBD2
PRPF4,PHF7
PRPF4,PHTF2
PRPF4,PI4KA
PRPF4,POLA1
PRPF4,PRAME
PRPF4,PRKDC
PRPF4,PTBP3
PRPF4,PURB
PRPF4,PYGO2
PRPF4,RABGEF1
PRPF4,RBM14
PRPF4,RBM25
PRPF4,RBM39
PRPF4,REPIN1
PRPF4,RFXANK
PRPF4,RIF1
PRPF4,RLF
PRPF4,RNF2
PRPF4,RPL11
PRPF4,RUNX1
PRPF4,SAFB2
PRPF4,SFPQ
PRPF4,SIRT1
PRPF4,SIRT6
PRPF4,SND1
PRPF4,SNRNP70
PRPF4,SREBF1
PRPF4,SREK1
PRPF4,SRRM3
PRPF4,SRSF1
PRPF4,SRSF11
PRPF4,SRSF3
PRPF4,SRSF4
PRPF4,SRSF7
PRPF4,STAG1
PRPF4,STX16-NPEPL1
PRPF4,TAF15
PRPF4,TAF1D
PRPF4,TARBP2
PRPF4,TARDBP
PRPF4,TBC1D5
PRPF4,TBPL1
PRPF4,TCF12
PRPF4,TEAD2
PRPF4,TERC
PRPF4,TFRC
PRPF4,THRAP3
PRPF4,THRB
PRPF4,TOP1
PRPF4,TVP23C
PRPF4,U2AF1
PRPF4,UBOX5
PRPF4,UBR4
PRPF4,UBR5
PRPF4,USP15
PRPF4,VCL
PRPF4,YBX1
PRPF4,ZBTB40
PRPF4,ZCCHC7
PRPF4,ZFP1
PRPF4,ZKSCAN1
PRPF4,ZNF12
PRPF4,ZNF148
PRPF4,ZNF181
PRPF4,ZNF239
PRPF4,ZNF24
PRPF4,ZNF280B
PRPF4,ZNF282
PRPF4,ZNF397
PRPF4,ZNF501
PRPF4,ZNF589
PRPF4,ZNF596
PRPF4,ZNF639
PRPF4,ZNF644
PRPF4,ZNF655
PRPF4,ZNF7
PRPF4,ZNF740
PRPF4,ZNF75A
PRPF4,ZNF76
PRPF4,ZNF84
PRPF4,ZZZ3
PTBP1,ATF4
PTBP1,C12orf57
PTBP1,CCDC116
PTBP1,CTNNB1
PTBP1,ETFDH
PTBP1,FUS
PTBP1,FZD1
PTBP1,FZD2
PTBP1,IFI6
PTBP1,INTS12
PTBP1,JUN
PTBP1,MED18
PTBP1,MSH4
PTBP1,MTF2
PTBP1,NFE2
PTBP1,NRF1
PTBP1,NUP214
PTBP1,PRAME
PTBP1,PSMA1
PTBP1,RBM22
PTBP1,RPL11
PTBP1,SELPLG
PTBP1,SRSF3
PTBP1,SRSF7
PTBP1,SSBP1
PTBP1,ZC3H10
PTBP1,ZNF280B
PTBP1,ZNF3
PTRF,MR1
PYGO2,AP4B1
PYGO2,C12orf57
PYGO2,CCDC28A
PYGO2,DHPS
PYGO2,FUS
PYGO2,FZD1
PYGO2,GABARAP
PYGO2,HMG20A
PYGO2,NFE2
PYGO2,NME1-NME2
PYGO2,NUP214
PYGO2,PRAME
PYGO2,RBBP5
PYGO2,SSBP1
PYGO2,ZNF280A
PYGO2,ZNF571
PYGO2,ZRANB2
RAD21,AADAT
RAD21,ABHD6
RAD21,ACTL6B
RAD21,ADAMTS3
RAD21,ADAMTSL5
RAD21,AFF1
RAD21,AGK
RAD21,AGO1
RAD21,AMER3
RAD21,ANKRD31
RAD21,ANP32B
RAD21,ASL
RAD21,BACH1
RAD21,BACH1-IT2
RAD21,BATF2
RAD21,BCR
RAD21,BECN1
RAD21,BMP2K
RAD21,BNIP1
RAD21,BOLA3
RAD21,BPTF
RAD21,BRAF
RAD21,C12orf57
RAD21,C1orf53
RAD21,C5AR1
RAD21,CALB2
RAD21,CAMTA2
RAD21,CATSPER4
RAD21,CBFA2T3
RAD21,CCDC175
RAD21,CDC73
RAD21,CEBPB
RAD21,CENPBD1
RAD21,CEP350
